Time,X,Y,Z,Vx,Vy,Vz,r,p,y,rx,ry,rz,Ux,Uy,Uz
6.225797892,0.024,0.004,0.329,-0.417,0.041,-0.07,1.4,-10.97,0.42,1.6,-1.2,0.3,-1.5,1.5,0.4147000000000004,
6.236040116,0.02,0.004,0.328,-0.398,0.039,-0.067,1.41,-10.84,0.46,1.6,-1.2,0.3,1.0459999999999998,-0.8427999999999999,-0.034600000000000034,
6.245840073,0.016,0.005,0.328,-0.379,0.037,-0.066,1.38,-10.67,0.48,1.6,-1.2,0.3,1.0488,-0.8285000000000015,-0.019600000000000017,
6.255958558,0.012,0.005,0.327,-0.36,0.035,-0.065,1.32,-10.47,0.51,1.6,-1.2,0.3,1.0515999999999999,-0.8434999999999998,-0.03390000000000003,
6.266029358,0.008,0.006,0.326,-0.348,0.035,-0.062,1.23,-10.22,0.57,1.6,-1.2,0.3,1.0544,-0.8291999999999983,-0.03320000000000003,
6.275845051,0.003,0.006,0.327,-0.332,0.034,-0.048,1.14,-10.05,0.57,1.6,-1.2,0.3,1.0428999999999984,-0.8442,-0.0039000000000000007,
6.285689831,0.0,0.006,0.327,-0.315,0.032,-0.052,1.05,-9.99,0.63,1.6,-1.2,0.3,1.0750000000000015,-0.8442,-0.018900000000000014,
6.29612875,-0.003,0.007,0.327,-0.302,0.032,-0.053,0.96,-9.97,0.69,1.6,-1.2,0.3,1.0771000000000015,-0.8299000000000015,-0.018900000000000014,
6.305872918,-0.006,0.007,0.327,-0.287,0.03,-0.062,0.9,-10.09,0.8,1.6,-1.2,0.3,1.0791999999999984,-0.8448999999999999,-0.018900000000000014,
6.315949917,-0.009,0.008,0.327,-0.274,0.03,-0.065,0.88,-10.33,0.89,1.6,-1.2,0.3,1.0813000000000015,-0.8305999999999982,-0.018900000000000014,
6.326185942,-0.012,0.008,0.326,-0.257,0.029,-0.071,0.92,-10.77,1.03,1.6,-1.2,0.3,1.0833999999999984,-0.8455999999999999,-0.03320000000000003,
6.3360536100000004,-0.015,0.008,0.326,-0.242,0.028,-0.07,1.03,-11.36,1.16,1.6,-1.2,0.3,1.0855000000000015,-0.8455999999999999,-0.018200000000000015,
6.345896245,-0.017,0.009,0.324,-0.221,0.029,-0.077,1.2,-12.12,1.4,1.6,-1.2,0.3,1.1018999999999999,-0.8313000000000015,-0.046800000000000036,
6.355692149,-0.019,0.009,0.324,-0.2,0.027,-0.077,1.44,-12.95,1.59,1.6,-1.2,0.3,1.1033,-0.8462999999999998,-0.016800000000000013,
6.365951777,-0.021,0.01,0.323,-0.177,0.026,-0.076,1.75,-13.82,1.88,1.6,-1.2,0.3,1.1046999999999998,-0.8319999999999983,-0.031100000000000027,
6.375757456,-0.023,0.01,0.322,-0.151,0.024,-0.071,2.09,-14.68,2.1,1.6,-1.2,0.3,1.1060999999999999,-0.847,-0.030400000000000024,
6.385831833,-0.024,0.01,0.321,-0.124,0.021,-0.066,2.45,-15.46,2.32,1.6,-1.2,0.3,1.1217999999999984,-0.847,-0.029700000000000025,
6.395958901,-0.025,0.011,0.321,-0.095,0.017,-0.06,2.79,-16.13,2.55,1.6,-1.2,0.3,1.1225000000000016,-0.8327000000000016,-0.014700000000000012,
6.405853987,-0.027,0.011,0.32,-0.069,0.014,-0.053,3.14,-16.61,2.82,1.6,-1.2,0.3,1.1089,-0.8476999999999999,-0.029000000000000026,
6.41604209,-0.027,0.011,0.32,-0.04,0.01,-0.055,3.43,-16.96,3.05,1.6,-1.2,0.3,1.1389,-0.8476999999999999,-0.01400000000000001,
6.425902129,-0.027,0.011,0.319,-0.012,0.005,-0.063,3.71,-17.16,3.3,1.6,-1.2,0.3,1.1389,-0.8476999999999999,-0.028300000000000027,
6.435845137,-0.027,0.011,0.318,0.015,0.001,-0.072,3.93,-17.2,3.53,1.6,-1.2,0.3,1.1389,-0.8476999999999999,-0.027600000000000024,
6.445760966,-0.028,0.011,0.318,0.035,-0.003,-0.074,4.1,-17.06,3.81,1.6,-1.2,0.3,1.1245999999999983,-0.8476999999999999,-0.01260000000000001,
6.456222058,-0.028,0.011,0.318,0.064,-0.008,-0.081,4.18,-16.93,4.0,1.6,-1.2,0.3,1.1396,-0.8476999999999999,-0.01260000000000001,
6.46607852,-0.028,0.011,0.317,0.087,-0.014,-0.08,4.21,-16.74,4.24,1.6,-1.2,0.3,1.1396,-0.8476999999999999,-0.02690000000000002,
6.475981713,-0.027,0.01,0.316,0.116,-0.019,-0.082,4.15,-16.63,4.41,1.6,-1.2,0.3,1.1539000000000017,-0.8619999999999983,-0.026200000000000022,
6.485919238,-0.026,0.01,0.316,0.14,-0.024,-0.077,4.07,-16.5,4.66,1.6,-1.2,0.3,1.1531999999999984,-0.847,-0.011200000000000009,
