Time,X,Y,Z,Vx,Vy,Vz,r,p,y,rx,ry,rz,Ux,Uy,Uz
5.956580639,0.0,0.012,0.333,-0.007,-0.007,-0.006,0.22,-0.13,-1.42,1.6,-1.2,0.3,-1.5,1.5,0.4719000000000005,
5.966580868,0.0,0.012,0.333,-0.007,-0.007,-0.007,0.21,-0.16,-1.42,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.02310000000000002,
5.976901531,0.0,0.012,0.333,-0.007,-0.006,-0.01,0.19,-0.19,-1.29,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.02310000000000002,
5.987021208,0.0,0.012,0.333,-0.007,-0.006,-0.013,0.19,-0.21,-1.29,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.02310000000000002,
5.99712205,0.0,0.012,0.332,-0.007,-0.006,-0.015,0.2,-0.21,-1.17,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.03740000000000003,
6.006901026,0.0,0.012,0.333,-0.006,-0.004,-0.009,0.21,-0.22,-1.31,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.008100000000000007,
6.016740799,0.0,0.012,0.333,-0.006,-0.004,-0.003,0.25,-0.2,-1.2,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.02310000000000002,
6.026726246,0.0,0.012,0.333,-0.006,-0.005,0.007,0.33,-0.17,-1.21,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.02310000000000002,
6.036677361,0.0,0.012,0.333,-0.006,-0.005,0.021,0.43,-0.11,-1.1,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.02310000000000002,
6.046634674,0.0,0.012,0.333,-0.006,-0.006,0.031,0.54,-0.02,-1.1,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.02310000000000002,
6.056658983,0.0,0.012,0.334,-0.006,-0.007,0.04,0.66,0.09,-1.11,1.6,-1.2,0.3,1.1199999999999999,-0.8483999999999999,-0.008800000000000006,
6.066624403,-0.001,0.012,0.335,-0.008,-0.007,0.061,0.77,0.25,-1.27,1.6,-1.2,0.3,1.1057000000000015,-0.8483999999999999,-0.009500000000000008,
6.076586962,-0.001,0.012,0.336,-0.009,-0.009,0.078,0.87,0.42,-1.29,1.6,-1.2,0.3,1.1206999999999998,-0.8483999999999999,-0.010200000000000008,
6.086544514,-0.001,0.012,0.336,-0.01,-0.01,0.1,0.96,0.61,-1.31,1.6,-1.2,0.3,1.1206999999999998,-0.8483999999999999,-0.02520000000000002,
6.09655118,-0.001,0.012,0.338,-0.011,-0.012,0.123,1.02,0.82,-1.32,1.6,-1.2,0.3,1.1206999999999998,-0.8483999999999999,0.0034000000000000037,
6.106641531,-0.002,0.012,0.34,-0.018,-0.013,0.156,1.05,1.08,-1.48,1.6,-1.2,0.3,1.1063999999999983,-0.8483999999999999,0.0020000000000000052,
6.116743565,-0.002,0.012,0.342,-0.02,-0.016,0.183,1.06,1.29,-1.49,1.6,-1.2,0.3,1.1214,-0.8483999999999999,0.0006000000000000033,
6.127018452,-0.002,0.012,0.344,-0.023,-0.018,0.211,1.03,1.49,-1.49,1.6,-1.2,0.3,1.1214,-0.8483999999999999,-0.0008000000000007931,
6.136579514,-0.002,0.011,0.346,-0.027,-0.02,0.242,0.98,1.65,-1.47,1.6,-1.2,0.3,1.1214,-0.8627000000000016,-0.002199999999999959,
6.146808863,-0.003,0.011,0.349,-0.031,-0.022,0.273,0.91,1.78,-1.45,1.6,-1.2,0.3,1.1071000000000015,-0.8476999999999999,0.01070000000000005,
