Time,X,Y,Z,Vx,Vy,Vz,r,p,y,rx,ry,rz,Ux,Uy,Uz
6.108138799,-0.002,0.001,0.329,-0.007,-0.007,0.008,0.01,-0.29,-1.0,1.6,-1.2,0.3,-1.5,1.5,0.4147000000000004,
6.118332147,-0.002,0.001,0.329,-0.006,-0.007,0.005,0.01,-0.29,-0.89,1.6,-1.2,0.3,1.1214,-0.8406999999999999,-0.020300000000000016,
6.12857747,-0.002,0.001,0.33,-0.007,-0.007,0.005,0.02,-0.28,-1.0,1.6,-1.2,0.3,1.1214,-0.8406999999999999,-0.006000000000000005,
6.138101577,-0.002,0.001,0.329,-0.006,-0.007,0.001,0.03,-0.29,-0.89,1.6,-1.2,0.3,1.1214,-0.8406999999999999,-0.035300000000000026,
6.14824605,-0.002,0.001,0.329,-0.005,-0.007,0.001,0.04,-0.28,-0.87,1.6,-1.2,0.3,1.1214,-0.8406999999999999,-0.020300000000000016,
6.158157825,-0.002,0.001,0.329,-0.005,-0.007,0.003,0.05,-0.28,-0.85,1.6,-1.2,0.3,1.1214,-0.8406999999999999,-0.020300000000000016,
6.168598652,-0.002,0.001,0.329,-0.004,-0.007,0.01,0.09,-0.26,-0.82,1.6,-1.2,0.3,1.1214,-0.8406999999999999,-0.020300000000000016,
6.178435325,-0.002,0.0,0.33,-0.004,-0.007,0.021,0.16,-0.21,-0.77,1.6,-1.2,0.3,1.1214,-0.8549999999999983,-0.006000000000000005,
6.188211918,-0.002,0.0,0.33,-0.004,-0.007,0.028,0.26,-0.14,-0.71,1.6,-1.2,0.3,1.1214,-0.84,-0.02100000000000002,
6.198107719,-0.002,0.0,0.33,-0.005,-0.008,0.037,0.38,-0.01,-0.55,1.6,-1.2,0.3,1.1214,-0.84,-0.02100000000000002,
6.208279609,-0.002,0.0,0.331,-0.005,-0.009,0.049,0.5,0.14,-0.48,1.6,-1.2,0.3,1.1214,-0.84,-0.0067000000000000046,
6.218445301,-0.003,0.0,0.331,-0.006,-0.01,0.062,0.65,0.32,-0.41,1.6,-1.2,0.3,1.1071000000000015,-0.84,-0.021700000000000018,
6.2284040449999996,-0.003,0.0,0.332,-0.006,-0.011,0.079,0.81,0.53,-0.33,1.6,-1.2,0.3,1.1220999999999999,-0.84,-0.007400000000000004,
