Time,X,Y,Z,rx,ry,rz,Ux,Uy,Uz
6.498787642,0.0,0.001,0.595,0.3656917289963942,0.2787420028731162,0.55,0.7303284501278678,0.5841314167464444,0.3000034747080214,
6.518413305,0.0,0.001,0.594,0.35868249831511617,0.27603592143411,0.595,0.7230333839985347,0.5785675681742423,0.3000192733145077,
6.53838253,0.0,0.001,0.594,0.3510795560607906,0.27299400191073786,0.595,0.7026012098988447,0.5706715422260321,0.3000192325436224,
6.558383465,0.0,0.001,0.593,0.34083731498659103,0.26913887730020725,0.594,0.6397973409526317,0.5523943483477225,0.3000192581648968,
6.578374863,0.0,0.001,0.593,0.3315687894548674,0.2654127168906664,0.593,0.5907252557366397,0.5355700359729724,0.30001806260762226,
6.59921813,0.0,0.001,0.592,0.32288180681879985,0.2623033581993484,0.593,0.5636431466994889,0.5299948090799111,0.3000192549279458,
6.61843133,0.0,0.001,0.592,0.3144981845144218,0.2590636419930202,0.593,0.5375246484142974,0.5209181537947927,0.30001920927917364,
6.638386011,0.001,0.003,0.591,0.31087136541179516,0.25811147275528323,0.592,0.5934334660703937,0.5486693865599467,0.30001948803752454,
6.658468962,0.003,0.004,0.591,0.3032192635804619,0.2553487876800326,0.592,0.5673286081197477,0.5403645675479183,0.3000194725846475,
6.678370476,0.005,0.006,0.591,0.29746816410269067,0.2525704345853702,0.591,0.5847406635523175,0.5333106374660199,0.300018427576225,
6.698375225,0.008,0.008,0.59,0.2903812736492164,0.24973820393298413,0.591,0.5748809176805019,0.5203827470096829,0.30001973223192574,
6.718397379,0.011,0.011,0.589,0.2837250357967297,0.24711416435798875,0.591,0.5523700101751978,0.5073323658424141,0.30002109341463973,
6.738481045,0.015,0.013,0.588,0.271887133063919,0.24283874928957408,0.59,0.4441347290081766,0.4729700988899068,0.3000211366201587,
6.7584395409999996,0.02,0.016,0.587,0.26530932282006175,0.24068161507821842,0.588,0.4199902791489314,0.4722440257221224,0.30002015239727514,
6.778389692,0.025,0.02,0.586,0.25791040752894867,0.23799288788012618,0.588,0.3856830780338597,0.4560118757933455,0.3000215656557202,
6.798482418,0.031,0.025,0.584,0.2494468124286536,0.2343948770413556,0.587,0.32889044943427437,0.4221949772954357,0.30002321970330736,
6.81837225,0.037,0.03,0.583,0.23958561877066867,0.23036535184725862,0.584,0.22826043768023996,0.37417706265946915,0.3000002090307878,
6.83837843,0.043,0.035,0.582,0.23106582428580605,0.2270541433258049,0.584,0.18289589889616975,0.3512330932881881,0.3000002238897586,
6.858376742,0.051,0.04,0.581,0.22252245736298598,0.22411673616372016,0.583,0.12547816815190893,0.3307774859162883,0.3000002262551278,
6.878382206,0.058,0.046,0.58,0.21132583084587292,0.21978077151943773,0.581,0.035372149043667866,0.2923436282659439,0.30000021507917496,
6.899049759,0.066,0.052,0.58,0.20445343103526006,0.21729443705528875,0.58,0.054356581632601535,0.2928729791116637,0.300000204131896,
6.918406963,0.075,0.059,0.58,0.19609132301969417,0.21414603985340344,0.58,0.0025151639243514963,0.26615576484599707,0.3000002048900191,
6.938471794,0.083,0.066,0.58,0.18484053254139673,0.21019118057185762,0.58,-0.10115995627709821,0.22300388299121096,0.3000002050152044,
6.958497286,0.092,0.073,0.58,0.17530573955634354,0.20665388594451353,0.58,-0.15934311236960066,0.19431151125804064,0.3000002057502566,
6.978447199,0.1,0.081,0.58,0.164525961736941,0.20321993961754448,0.58,-0.24375669128196598,0.16467415063728844,0.3000002069961676,
6.998438835,0.108,0.087,0.579,0.1609241581738997,0.20119745638920547,0.58,-0.19748886744336447,0.1609833280200149,0.3000002220967432,
7.019048214,0.109,0.093,0.583,0.15646896659069193,0.19944581761579275,0.579,-0.09828822373406172,0.17699210471077675,0.30000016124746476,
7.038434982,0.115,0.1,0.584,0.14965755682332976,0.196890768217604,0.579,-0.1286042037789288,0.1543661010961853,0.30000015114232165,
7.05841589,0.12,0.107,0.585,0.1422566674338846,0.19388973366491327,0.584,-0.15525066193784967,0.1255864462307243,0.3000001908496945,
7.078431845,0.126,0.114,0.586,0.13561421344544466,0.19129940520874295,0.584,-0.1845043276873411,0.10265840957490702,0.30000017951228153,
7.098521948,0.131,0.12,0.587,0.12253598753278973,0.18616488261372693,0.585,-0.3100768633253489,0.04580470752409443,0.3000001791698139,
7.118505001,0.134,0.126,0.589,0.1154986262356183,0.18399203289377358,0.587,-0.3297012753977702,0.03618611686075658,0.3000001773032164,
7.138429642,0.138,0.133,0.589,0.10800206944335125,0.18117013269702223,0.587,-0.3595422869746171,0.01161003748218815,0.3000001783360927,
7.158416748,0.141,0.138,0.589,0.09851980493134835,0.17768470723973895,0.589,-0.4381874244696981,-0.025470200864741138,0.30000020160138485,
