Time,X,Y,Z,Vx,Vy,Vz,r,p,y,rx,ry,rz,Ux,Uy,Uz
0.0,-0.019,0.012,0.329,-0.085,0.185,-0.177,3.49,-4.47,-0.04,0.5,1.6,-1.2,1.4999999971032523,-1.4999999197451075,0.30000011680498806,
0.020114184000000535,-0.033,0.013,0.331,-0.1,0.162,-0.117,3.68,-4.14,-0.01,0.5,1.6,-1.2,1.4999999972153446,-1.4999999185111583,0.30000011760774303,
0.04531741200000017,-0.034,0.016,0.328,-0.085,0.147,-0.097,3.83,-3.85,-0.0,0.5,1.6,-1.2,1.4999999972134737,-1.4999999202204888,0.30000011859180153,
0.07169914300000002,-0.043,0.02,0.334,-0.095,0.135,-0.023,4.19,-3.46,0.13,0.5,1.6,-1.2,1.4999999973021814,-1.4999999220138556,0.3000001176912092,
0.09152293200000017,-0.039,0.022,0.333,-0.062,0.114,-0.023,5.33,-4.13,0.4,0.5,1.6,-1.2,1.4999999972729519,-1.4999999237863535,0.3000001176055279,
0.09963131000000036,-0.04,0.024,0.333,-0.048,0.096,-0.035,7.15,-5.37,0.78,0.5,1.6,-1.2,1.4999999972815563,-1.499999924906489,0.3000001177021725,
0.1223800190000004,-0.04,0.025,0.332,-0.029,0.071,-0.046,9.52,-7.3,1.25,0.5,1.6,-1.2,1.4999999972786098,-1.499999925459583,0.30000011799776116,
0.15014219299999976,-0.041,0.027,0.331,-0.002,0.038,-0.055,11.88,-9.48,1.8,0.5,1.6,-1.2,1.4999999972833624,-1.4999999264801627,0.3000001183902263,
0.16931057000000038,-0.041,0.027,0.33,0.031,-0.002,-0.065,13.65,-11.34,2.3,0.5,1.6,-1.2,1.4999999972795461,-1.4999999264166635,0.3000001186865977,
0.1796233660000004,-0.04,0.026,0.328,0.073,-0.049,-0.068,14.59,-12.55,2.62,0.5,1.6,-1.2,1.499999997264171,-1.499999925814843,0.30000011918320335,
0.1997032169999997,-0.043,0.029,0.324,0.085,-0.074,-0.088,14.76,-12.89,2.63,0.5,1.6,-1.2,1.4999999972719686,-1.4999999269734032,0.3000001206688218,
0.21964502400000008,-0.052,0.02,0.327,0.083,-0.164,-0.055,15.29,-12.77,2.61,0.5,1.6,-1.2,1.4999999973350182,-1.4999999202779646,0.30000012063221254,
0.2396748070000001,-0.05,0.016,0.326,0.132,-0.22,-0.049,15.84,-13.1,2.67,0.5,1.6,-1.2,1.4999999973146643,-1.4999999177590893,0.30000012073856536,
0.25964617800000056,-0.047,0.011,0.325,0.182,-0.277,-0.043,16.67,-13.74,2.84,0.5,1.6,-1.2,1.4999999972865663,-1.4999999145420944,0.30000012074494076,
0.27965068800000026,-0.043,0.005,0.324,0.237,-0.34,-0.032,17.52,-14.58,3.06,0.5,1.6,-1.2,1.499999997250356,-1.499999910516069,0.30000012064801046,
0.30016613000000003,-0.037,-0.003,0.326,0.294,-0.411,-0.012,18.16,-15.4,3.29,0.5,1.6,-1.2,1.4999999972092626,-1.4999999050902628,0.3000001194523562,
0.3196396830000001,-0.035,-0.011,0.328,0.349,-0.472,0.005,18.37,-15.98,3.39,0.5,1.6,-1.2,1.4999999971952702,-1.4999998984073866,0.30000011864781684,
0.3396487239999999,-0.023,-0.021,0.324,0.412,-0.531,-0.025,18.44,-16.39,3.53,0.5,1.6,-1.2,1.499999997082641,-1.4999998904318783,0.300000118602416,
0.3620140560000005,-0.02,-0.031,0.328,0.465,-0.59,-0.01,18.32,-16.35,3.51,0.5,1.6,-1.2,1.4999999970659366,-1.499999880270322,0.3000001170987701,
0.3796780110000002,-0.014,-0.043,0.333,0.514,-0.649,0.01,18.31,-16.12,3.49,0.5,1.6,-1.2,1.4999999970276396,-1.4999998668809928,0.30000011500324,
0.40084076000000035,-0.003,-0.056,0.333,0.573,-0.711,0.005,18.63,-16.07,3.59,0.5,1.6,-1.2,1.4999999969264006,-1.4999998505332326,0.3000001138232626,
0.4196622369999998,0.014,-0.07,0.331,0.65,-0.769,-0.015,19.08,-16.34,3.83,0.5,1.6,-1.2,1.4999999967583557,-1.4999998311286513,0.30000011253056263,
0.43964147600000025,0.03,-0.084,0.327,0.715,-0.823,-0.045,19.42,-16.68,4.04,0.5,1.6,-1.2,1.4999999965486248,-1.4999998067139615,0.30000011222651274,
0.4596579080000005,0.042,-0.102,0.327,0.772,-0.891,-0.044,19.54,-16.87,4.19,0.5,1.6,-1.2,1.4999999963802668,-1.4999997652271522,0.30000011113601877,
0.47962212600000065,0.059,-0.119,0.324,0.833,-0.949,-0.066,19.29,-16.94,4.29,0.5,1.6,-1.2,1.4999999961247685,-1.4999997175165836,0.3000001103947212,
0.4996531009999998,0.073,-0.139,0.326,0.892,-1.013,-0.053,18.66,-16.59,4.2,0.5,1.6,-1.2,1.4999999958183345,-1.4999996405731808,0.3000001092568679,
0.5196766860000004,0.092,-0.159,0.323,0.949,-1.066,-0.077,17.82,-16.02,4.09,0.5,1.6,-1.2,1.4999999953779088,-1.4999995407651863,0.3000001088801636,
0.5397295949999998,0.111,-0.18,0.321,1.006,-1.124,-0.087,16.91,-15.17,3.97,0.5,1.6,-1.2,1.4999999948996374,-1.4999993991898994,0.3000001079840256,
0.559725523,0.124,-0.203,0.329,1.025,-1.18,-0.027,15.8,-13.8,3.73,0.5,1.6,-1.2,1.499999994554127,-1.4999991748525627,0.30000010469530863,
0.580327273,0.147,-0.225,0.325,1.088,-1.221,-0.053,14.93,-13.0,3.78,0.5,1.6,-1.2,1.4999999939811592,-1.4999988678186111,0.3000001026546279,
0.5997052200000006,0.167,-0.248,0.328,1.131,-1.258,-0.021,13.84,-12.11,3.82,0.5,1.6,-1.2,1.4999999935328236,-1.4999983443448646,0.3000000981979315,
0.6196939950000004,0.189,-0.272,0.331,1.176,-1.297,-0.003,12.7,-11.35,3.92,0.5,1.6,-1.2,1.4999999927380994,-1.4999972861683895,0.30000009454631144,
0.639643908,0.206,-0.296,0.335,1.205,-1.326,0.029,11.5,-10.53,4.0,0.5,1.6,-1.2,1.4999999915786937,-1.4999948820806819,0.3000000908012871,
0.659667969,0.234,-0.321,0.332,1.252,-1.358,0.016,10.47,-9.85,4.14,0.5,1.6,-1.2,1.4999999885543909,-1.4999887970097112,0.30000008594568806,
