Time,X,Y,Z,Vx,Vy,Vz,r,p,y
28.902759076,1.108,-0.053,0.139,0.055,0.023,-0.008,1.09,-0.2,3.28
28.922816754,1.109,-0.053,0.139,0.062,0.023,-0.01,1.09,-1.08,3.05
28.942807675,1.121,-0.052,0.139,0.087,0.025,-0.005,1.1,-2.03,3.1
28.962757111,1.123,-0.052,0.139,0.086,0.03,-0.004,1.09,-2.65,2.97
28.982761145,1.124,-0.051,0.139,0.078,0.032,-0.003,1.09,-3.08,2.84
29.002819777,1.114,-0.052,0.138,-0.004,0.021,-0.009,1.12,-3.04,2.66
29.022953749,1.113,-0.052,0.137,-0.016,0.021,-0.011,1.12,-3.2,2.45
29.042741061,1.113,-0.052,0.137,-0.015,0.022,-0.012,1.12,-3.33,2.29
29.062836409,1.118,-0.054,0.139,-0.006,0.014,0,1.16,-3.59,2.27
29.083179713,1.116,-0.053,0.138,-0.008,0.015,-0.002,1.15,-3.76,2.04
29.102879286,1.116,-0.053,0.138,-0.014,0.016,-0.001,1.14,-3.77,1.97
29.122709752,1.13,-0.052,0.139,0.04,0.021,0.002,1.1,-4.23,2.03
29.142749787,1.123,-0.053,0.139,0.028,0.02,0,1.1,-4.26,1.99
29.162682772,1.123,-0.053,0.139,0.028,0.02,0,1.12,-4.27,1.98
29.182933569,1.124,-0.052,0.139,0.03,0.022,0,1.08,-4.39,1.92
29.202847481,1.122,-0.052,0.138,0.017,0.02,-0.005,1.08,-4.31,1.76
29.222733975,1.127,-0.053,0.139,0.039,0.018,0,1.11,-4.6,1.76
29.242682457,1.125,-0.053,0.138,0.031,0.016,-0.001,1.12,-4.61,1.67
29.262787819,1.137,-0.052,0.139,0.054,0.022,0,1.07,-4.8,1.77
29.28272605,1.13,-0.053,0.139,0.039,0.018,-0.001,1.11,-4.72,1.73
29.302777768,1.14,-0.052,0.139,0.058,0.021,0,1.1,-4.92,1.81
29.322872878,1.141,-0.051,0.139,0.061,0.024,0,1.06,-4.98,1.86
29.342725993,1.142,-0.051,0.139,0.061,0.027,0,1.06,-5.03,1.9
29.362879754,1.134,-0.052,0.139,0.04,0.016,-0.001,1.16,-4.93,1.89
29.382767201,1.145,-0.051,0.139,0.083,0.021,0.003,1.14,-5.31,2.03
29.402938366,1.146,-0.051,0.139,0.088,0.023,0.003,1.13,-5.38,2.06
29.422784091,1.147,-0.051,0.139,0.068,0.017,0,1.21,-5.35,2.17
29.442746878,1.148,-0.051,0.139,0.066,0.017,0,1.21,-5.37,2.18
29.463143349,1.151,-0.051,0.139,0.078,0.02,0,1.21,-5.55,2.32
29.482750416,1.152,-0.051,0.139,0.077,0.021,0.001,1.26,-5.61,2.42
29.502722264,1.153,-0.05,0.139,0.078,0.022,0.004,1.28,-5.74,2.55
29.522828818,1.155,-0.049,0.14,0.082,0.025,0.004,1.29,-5.85,2.65
29.542922736,1.156,-0.049,0.14,0.084,0.025,0.007,1.26,-5.9,2.76
29.562754155,1.158,-0.049,0.14,0.088,0.025,0.011,1.34,-6.05,2.95
29.583003283,1.159,-0.048,0.141,0.09,0.027,0.014,1.35,-6.11,3.08
29.602748156,1.161,-0.048,0.141,0.096,0.029,0.015,1.36,-6.16,3.23
29.62271452,1.162,-0.048,0.142,0.098,0.03,0.014,1.38,-6.2,3.28
29.642722369,1.164,-0.047,0.142,0.102,0.033,0.015,1.38,-6.25,3.38
29.662713051,1.166,-0.046,0.142,0.108,0.036,0.016,1.38,-6.25,3.47
29.682714701,1.168,-0.046,0.142,0.113,0.039,0.016,1.38,-6.22,3.59
29.70279789,1.156,-0.051,0.137,0.015,0.016,-0.009,1.51,-5.49,3.54
29.722727061,1.156,-0.05,0.137,0.015,0.018,-0.011,1.51,-5.48,3.5
29.743019581,1.158,-0.05,0.136,0.024,0.022,-0.009,1.49,-5.52,3.51
29.762742997,1.16,-0.049,0.136,0.031,0.026,-0.01,1.49,-5.51,3.53
29.782808066,1.16,-0.049,0.136,0.034,0.027,-0.01,1.48,-5.54,3.6
29.802715064,1.165,-0.048,0.136,0.049,0.033,-0.009,1.44,-5.62,3.68
29.823014737,1.168,-0.047,0.135,0.059,0.036,-0.009,1.41,-5.7,3.73
29.842770577,1.17,-0.047,0.135,0.059,0.04,-0.008,1.38,-5.68,3.79
29.863126755,1.174,-0.046,0.135,0.069,0.044,-0.008,1.32,-5.65,3.79
29.882791043,1.181,-0.05,0.139,0.08,0.027,0.01,1.43,-5.61,3.98
29.902807713,1.184,-0.05,0.14,0.081,0.029,0.012,1.4,-5.45,4.18
29.922866822,1.194,-0.049,0.14,0.094,0.032,0.014,1.37,-5.44,4.32
29.942827702,1.197,-0.048,0.141,0.101,0.037,0.011,1.3,-5.2,4.5
29.962738276,1.191,-0.048,0.14,0.09,0.035,0.006,1.31,-5.04,4.56
29.982790709,1.194,-0.047,0.14,0.09,0.039,0.005,1.22,-4.8,4.65
30.00287819,1.204,-0.046,0.141,0.133,0.043,0.012,1.19,-5.01,4.76
30.022819281,1.198,-0.047,0.141,0.119,0.039,0.005,1.17,-4.74,4.73
30.042758704,1.202,-0.046,0.141,0.125,0.043,0.005,1.06,-4.64,4.75
30.062866688,1.203,-0.045,0.141,0.124,0.043,0.005,1.04,-4.61,4.76
30.082777024,1.205,-0.045,0.139,0.105,0.038,-0.005,0.99,-4.29,4.71
30.102756739,1.21,-0.045,0.141,0.131,0.031,0.003,1.01,-4.26,4.77
30.123285056,1.222,-0.044,0.141,0.145,0.034,0.005,0.96,-4.13,4.82
30.142822266,1.215,-0.045,0.141,0.119,0.028,-0.003,0.97,-3.76,4.77
30.162776232,1.218,-0.044,0.141,0.124,0.028,-0.004,0.96,-3.73,4.76
30.182789088,1.22,-0.044,0.141,0.131,0.029,-0.006,0.96,-3.82,4.76
30.202870846,1.221,-0.044,0.139,0.123,0.027,-0.015,1,-3.92,4.71
30.222772122,1.223,-0.043,0.139,0.123,0.029,-0.014,1.01,-4.11,4.73
30.242793084,1.226,-0.043,0.138,0.127,0.032,-0.017,1,-4.34,4.67
30.262778283,1.229,-0.042,0.138,0.127,0.035,-0.017,0.97,-4.52,4.67
30.282867432,1.231,-0.042,0.138,0.126,0.036,-0.017,0.96,-4.58,4.68
30.302714348,1.247,-0.042,0.14,0.171,0.034,0.002,0.96,-5.03,4.83
30.322696448,1.242,-0.042,0.14,0.14,0.03,-0.001,0.96,-4.85,4.83
30.342695475,1.242,-0.042,0.14,0.134,0.029,-0.006,0.94,-4.81,4.81
30.362759829,1.247,-0.042,0.14,0.148,0.029,-0.002,0.94,-4.89,4.87
30.382901431,1.248,-0.042,0.14,0.151,0.029,-0.008,0.92,-4.94,4.88
30.402866364,1.254,-0.042,0.14,0.166,0.03,-0.007,0.93,-5.14,4.94
30.422847748,1.257,-0.042,0.14,0.178,0.031,-0.01,0.95,-5.4,5.02
30.442797661,1.27,-0.04,0.141,0.2,0.036,-0.007,0.96,-5.81,5.14
30.462789774,1.266,-0.04,0.14,0.192,0.035,-0.011,1,-5.99,5.23
30.482829333,1.273,-0.04,0.141,0.208,0.037,-0.006,1,-6.1,5.29
30.502838851,1.282,-0.039,0.141,0.22,0.04,-0.006,1.04,-6.62,5.6
30.52287078,1.277,-0.039,0.139,0.178,0.036,-0.016,1.09,-6.41,5.75
30.542946101,1.287,-0.038,0.14,0.204,0.04,-0.005,1.11,-6.64,5.91
30.562808514,1.289,-0.038,0.14,0.206,0.043,-0.002,1.1,-6.65,5.99
30.582803011,1.297,-0.037,0.14,0.189,0.048,0.002,1.1,-6.39,6.38
30.603028298,1.299,-0.036,0.14,0.189,0.05,0.001,1.09,-6.32,6.5
30.622815371,1.303,-0.036,0.141,0.201,0.05,0.008,1.12,-6.31,6.68
30.642758132,1.298,-0.036,0.14,0.178,0.042,-0.004,1.18,-5.82,6.84
30.662815571,1.299,-0.036,0.139,0.174,0.04,-0.015,1.21,-5.46,6.98
30.682782412,1.306,-0.035,0.138,0.182,0.05,-0.009,1.15,-4.66,7.29
30.702798605,1.318,-0.035,0.14,0.243,0.051,0.01,1.2,-5.07,7.36
30.722810269,1.317,-0.034,0.139,0.211,0.065,0.002,0.89,-3.96,7.42
30.74278617,1.32,-0.033,0.139,0.205,0.063,-0.003,0.72,-3.4,7.49
30.762955905,1.336,-0.031,0.141,0.233,0.057,0.013,0.62,-3.04,7.61
30.782795907,1.332,-0.031,0.141,0.211,0.049,0.016,0.58,-2.39,7.64
30.8029418,1.333,-0.031,0.141,0.199,0.048,0.007,0.53,-1.81,7.63
30.822817088,1.335,-0.03,0.141,0.2,0.05,0.003,0.48,-1.6,7.63
30.842898846,1.341,-0.029,0.141,0.196,0.052,-0.004,0.33,-1.04,7.56
30.862703085,1.341,-0.029,0.141,0.196,0.052,-0.004,0.33,-1.04,7.56
30.88286376,1.357,-0.028,0.142,0.23,0.049,0.004,0.32,-0.86,7.47
30.902774334,1.356,-0.027,0.142,0.218,0.043,0.002,0.34,-0.72,7.27
30.922782898,1.358,-0.027,0.142,0.219,0.042,0.002,0.34,-0.78,7.21
30.942851067,1.37,-0.025,0.143,0.247,0.047,0.01,0.35,-1.11,7.13
30.962854147,1.375,-0.025,0.144,0.249,0.048,0.012,0.39,-1.34,7.07
30.982883215,1.379,-0.024,0.144,0.247,0.049,0.011,0.4,-1.58,6.98
31.002837897,1.383,-0.023,0.145,0.245,0.052,0.011,0.38,-1.86,6.86
31.022771597,1.383,-0.023,0.145,0.245,0.052,0.011,0.38,-1.86,6.86
31.043280602,1.387,-0.022,0.145,0.243,0.055,0.011,0.33,-2.19,6.74
31.062825442,1.389,-0.023,0.142,0.209,0.041,-0.004,0.27,-2.93,6.27
31.082886935,1.391,-0.022,0.142,0.206,0.041,-0.002,0.23,-3.1,6.2
31.102756024,1.404,-0.02,0.144,0.228,0.043,0.013,0.16,-3.62,6.11
31.122721196,1.399,-0.021,0.142,0.173,0.031,-0.002,0.18,-3.37,6.02
31.142678261,1.399,-0.021,0.142,0.173,0.031,-0.002,0.18,-3.37,6.02
31.163051367,1.405,-0.021,0.141,0.158,0.022,-0.005,0.25,-3.31,6.05
31.18281436,1.406,-0.021,0.14,0.145,0.019,-0.012,0.33,-3.1,6.11
31.202918053,1.406,-0.021,0.14,0.145,0.019,-0.012,0.33,-3.1,6.11
31.222842932,1.42,-0.02,0.142,0.197,0.023,0.003,0.4,-3.26,6.26
31.242737055,1.418,-0.02,0.142,0.189,0.028,0,0.5,-2.89,6.31
31.26313901,1.429,-0.02,0.142,0.202,0.035,0.003,0.52,-2.81,6.36
31.282849074,1.431,-0.02,0.142,0.202,0.037,0.003,0.52,-2.74,6.39
31.302849532,1.436,-0.018,0.143,0.2,0.042,0.003,0.54,-2.48,6.51
31.323100567,1.44,-0.018,0.143,0.2,0.045,0.004,0.53,-2.34,6.59
31.3428154,1.442,-0.017,0.143,0.202,0.047,0.005,0.53,-2.28,6.62
31.362999678,1.447,-0.017,0.144,0.196,0.044,0.011,0.57,-2.19,6.72
31.382822276,1.449,-0.016,0.144,0.195,0.045,0.011,0.56,-2.21,6.72
31.402831078,1.453,-0.015,0.145,0.182,0.043,0.016,0.58,-2.21,6.8
31.42269063,1.454,-0.015,0.146,0.175,0.042,0.019,0.59,-2.2,6.86
31.44274664,1.458,-0.014,0.146,0.162,0.044,0.02,0.58,-2.14,6.95
31.462688208,1.459,-0.014,0.147,0.154,0.045,0.02,0.58,-2.06,7.02
31.482731581,1.463,-0.012,0.147,0.14,0.048,0.021,0.53,-1.77,7.08
31.502747775,1.465,-0.011,0.148,0.135,0.049,0.022,0.52,-1.55,7.13
31.522743464,1.468,-0.01,0.148,0.133,0.051,0.021,0.49,-1.32,7.15
31.543407918,1.46,-0.014,0.142,0.036,0.029,-0.02,0.56,-0.39,7.07
31.562799216,1.458,-0.014,0.14,0.025,0.027,-0.028,0.55,-0.26,6.93
31.582914114,1.46,-0.014,0.139,0.023,0.026,-0.031,0.55,-0.29,6.76
31.602691651,1.462,-0.014,0.138,0.025,0.027,-0.034,0.54,-0.43,6.56
31.6226964,1.464,-0.013,0.137,0.023,0.027,-0.035,0.52,-0.64,6.42
31.642819644,1.466,-0.013,0.137,0.023,0.028,-0.034,0.51,-0.89,6.29
31.662818194,1.469,-0.012,0.136,0.023,0.029,-0.032,0.5,-1.18,6.17
31.682695389,1.471,-0.011,0.136,0.023,0.031,-0.031,0.51,-1.45,6.1
31.702834845,1.473,-0.011,0.136,0.028,0.033,-0.029,0.49,-1.65,6.02
31.722717047,1.479,-0.013,0.14,0.03,0.023,-0.001,0.6,-2.07,6.12
31.742828846,1.482,-0.013,0.141,0.029,0.026,0.003,0.59,-2.31,6.2
31.762871027,1.484,-0.012,0.142,0.03,0.029,0.004,0.6,-2.51,6.29
31.78282857,1.483,-0.012,0.141,0.024,0.03,-0.001,0.61,-2.68,6.29
31.802811385,1.496,-0.011,0.143,0.044,0.036,0.008,0.6,-3.03,6.43
31.82278514,1.491,-0.011,0.142,0.033,0.035,0.004,0.61,-3.05,6.55
31.842741013,1.5,-0.01,0.144,0.048,0.04,0.011,0.59,-3.27,6.68
31.862825156,1.494,-0.01,0.142,0.01,0.036,-0.006,0.61,-3.04,6.68
31.882823945,1.496,-0.01,0.142,0.017,0.038,-0.004,0.61,-3.11,6.76
31.902866364,1.507,-0.008,0.144,0.066,0.045,0.013,0.6,-3.49,6.9
31.923015833,1.508,-0.007,0.144,0.064,0.048,0.013,0.57,-3.46,6.95
31.942747355,1.502,-0.008,0.142,0.027,0.039,-0.012,0.61,-3.15,6.94
31.962862969,1.502,-0.009,0.14,0.022,0.035,-0.025,0.64,-3.11,6.9
31.982830287,1.507,-0.009,0.141,0.036,0.036,-0.013,0.64,-3.19,6.96
32.002729893,1.517,-0.007,0.143,0.053,0.04,-0.003,0.61,-3.32,7.04
32.022897721,1.521,-0.007,0.144,0.062,0.042,0.002,0.61,-3.38,7.1
32.042939187,1.514,-0.007,0.141,0.016,0.037,-0.017,0.61,-3.05,7.02
32.062682868,1.516,-0.007,0.141,0.024,0.038,-0.013,0.58,-3.14,7
32.082747221,1.526,-0.006,0.143,0.04,0.042,-0.003,0.53,-3.28,7.06
32.102750779,1.52,-0.006,0.141,0.005,0.037,-0.019,0.52,-3.05,6.98
32.122781754,1.53,-0.005,0.143,0.029,0.041,-0.005,0.5,-3.24,7.01
32.142864943,1.53,-0.004,0.143,0.029,0.043,-0.004,0.48,-3.22,7
32.162749768,1.525,-0.005,0.14,-0.009,0.035,-0.027,0.5,-2.94,6.9
32.182752371,1.525,-0.004,0.139,-0.011,0.037,-0.029,0.47,-2.92,6.89
32.202769995,1.527,-0.004,0.138,0.005,0.034,-0.039,0.52,-3.02,6.79
32.222746611,1.542,-0.004,0.142,0.076,0.036,0.001,0.56,-3.51,6.85
32.242720366,1.545,-0.004,0.143,0.081,0.036,0.002,0.56,-3.57,6.86
32.262723685,1.548,-0.003,0.143,0.085,0.038,0.001,0.54,-3.68,6.8
32.282798768,1.542,-0.004,0.141,0.075,0.038,-0.005,0.5,-3.67,6.72
32.302779198,1.553,-0.002,0.143,0.117,0.044,0.011,0.46,-4.06,6.78
32.322740555,1.556,-0.002,0.143,0.116,0.044,0.007,0.42,-4.11,6.74
32.342751503,1.559,-0.001,0.143,0.121,0.044,0.005,0.39,-4.19,6.72
32.362745047,1.563,-0.001,0.144,0.125,0.045,0.011,0.36,-4.25,6.74
32.382689953,1.565,0,0.144,0.122,0.046,0.007,0.32,-4.17,6.72
32.4027102,1.569,0,0.144,0.131,0.049,0.014,0.28,-4.19,6.76
32.422682524,1.57,0,0.144,0.127,0.047,0.006,0.26,-4.11,6.79
32.442927123,1.575,0.001,0.145,0.138,0.048,0.011,0.25,-4.21,6.88
32.462868691,1.576,0.001,0.145,0.14,0.047,0.011,0.25,-4.26,6.92
32.482840777,1.579,0.001,0.144,0.118,0.038,-0.005,0.32,-4.29,7.04
32.502826214,1.584,0.002,0.144,0.124,0.037,0.002,0.39,-4.51,7.19
32.522817374,1.587,0.002,0.145,0.122,0.037,0.01,0.46,-4.53,7.37
32.542735577,1.59,0.003,0.145,0.121,0.041,0.016,0.49,-4.41,7.55
32.562790871,1.592,0.004,0.146,0.121,0.047,0.019,0.46,-4.21,7.73
32.5827384,1.595,0.005,0.146,0.12,0.054,0.018,0.39,-3.93,7.81
32.603451014,1.597,0.006,0.147,0.123,0.058,0.017,0.3,-3.67,7.89
32.622824669,1.6,0.007,0.148,0.127,0.055,0.021,0.24,-3.4,7.97
32.642774344,1.603,0.008,0.148,0.129,0.052,0.024,0.22,-3.15,8.09
32.662766696,1.605,0.009,0.149,0.133,0.05,0.023,0.23,-2.98,8.2
32.682776213,1.608,0.01,0.149,0.134,0.05,0.023,0.24,-2.88,8.3
32.702997923,1.611,0.011,0.15,0.135,0.053,0.024,0.24,-2.84,8.35
32.722886801,1.613,0.012,0.15,0.134,0.056,0.024,0.23,-2.77,8.38
32.742799998,1.616,0.008,0.145,0.109,0.038,-0.01,0.32,-2.59,8.35
32.762724877,1.619,0.009,0.145,0.112,0.042,-0.011,0.29,-2.69,8.35
32.782790661,1.622,0.009,0.144,0.108,0.039,-0.019,0.29,-2.88,8.28
32.802796126,1.625,0.009,0.143,0.108,0.039,-0.021,0.27,-3.1,8.21
32.823115826,1.628,0.01,0.143,0.11,0.04,-0.021,0.24,-3.36,8.21
32.842827082,1.623,0.009,0.14,0.09,0.036,-0.038,0.25,-3.39,8.13
32.862776757,1.635,0.01,0.141,0.105,0.034,-0.025,0.28,-3.67,8.12
32.882710696,1.64,0.01,0.142,0.111,0.032,-0.015,0.33,-3.84,8.21
32.902708531,1.642,0.01,0.142,0.114,0.034,-0.013,0.34,-3.94,8.31
32.922782183,1.644,0.011,0.142,0.114,0.036,-0.012,0.37,-4.04,8.42
32.94326377,1.649,0.011,0.143,0.133,0.037,0.004,0.43,-4.25,8.58
32.962816716,1.643,0.012,0.141,0.105,0.037,-0.014,0.43,-4.19,8.61
32.982815981,1.653,0.012,0.142,0.116,0.04,-0.008,0.45,-4.42,8.67
33.002701283,1.657,0.013,0.142,0.117,0.045,-0.003,0.41,-4.58,8.74
33.022757531,1.659,0.014,0.142,0.12,0.048,-0.003,0.38,-4.8,8.82
33.042924166,1.663,0.015,0.143,0.108,0.047,-0.005,0.37,-4.88,8.87
33.062794686,1.666,0.015,0.143,0.108,0.049,-0.002,0.36,-4.93,8.92
33.082770825,1.661,0.015,0.14,0.092,0.05,-0.014,0.35,-4.75,8.96
33.10277772,1.661,0.015,0.139,0.089,0.049,-0.026,0.36,-4.52,9.01
33.122751952,1.675,0.016,0.141,0.119,0.051,-0.005,0.39,-4.48,9.13
33.142858983,1.678,0.017,0.141,0.125,0.054,-0.005,0.38,-4.2,9.3
33.162801028,1.673,0.018,0.139,0.096,0.056,-0.02,0.36,-3.78,9.4
33.182768822,1.685,0.019,0.142,0.151,0.06,0.02,0.39,-3.98,9.65
33.202775717,1.689,0.02,0.143,0.148,0.057,0.018,0.41,-3.85,9.84
33.222876072,1.684,0.02,0.141,0.133,0.052,0.004,0.48,-3.59,10.01
33.242875577,1.695,0.022,0.144,0.172,0.056,0.027,0.57,-3.75,10.3
33.262782574,1.699,0.022,0.144,0.168,0.054,0.022,0.68,-3.62,10.52
33.282855273,1.695,0.022,0.142,0.157,0.053,0.004,0.76,-3.38,10.73
33.302797556,1.706,0.022,0.143,0.173,0.051,0.005,0.89,-3.34,10.99
33.322818041,1.71,0.023,0.143,0.177,0.056,0.005,0.96,-3.2,11.24
33.34280777,1.715,0.023,0.144,0.187,0.063,0.015,1.02,-3.15,11.46
33.362745286,1.719,0.024,0.145,0.191,0.069,0.021,1.03,-3.09,11.63
33.383087874,1.723,0.026,0.145,0.193,0.076,0.02,0.96,-3.01,11.76
33.402755261,1.726,0.027,0.146,0.19,0.073,0.022,0.94,-2.88,11.9
33.422762156,1.73,0.028,0.147,0.194,0.069,0.02,0.93,-2.81,12.01
33.442725182,1.733,0.029,0.147,0.193,0.062,0.023,1,-2.71,12.13
33.46268797,1.737,0.031,0.148,0.197,0.065,0.027,1.04,-2.66,12.23
33.482805968,1.734,0.029,0.142,0.132,0.058,-0.015,1.06,-2.12,12.25
33.502998353,1.743,0.031,0.145,0.161,0.069,0.005,1.07,-2.24,12.39
33.522901059,1.748,0.032,0.146,0.166,0.072,0.01,1.04,-2.19,12.48
33.543179274,1.752,0.033,0.146,0.171,0.072,0.015,1.02,-2.1,12.57
33.562849522,1.756,0.035,0.147,0.173,0.071,0.017,0.99,-1.97,12.67
33.582817078,1.759,0.036,0.148,0.173,0.072,0.017,0.97,-1.81,12.76
33.602864266,1.763,0.037,0.148,0.175,0.074,0.021,0.94,-1.64,12.83
33.623349667,1.767,0.039,0.149,0.173,0.077,0.028,0.89,-1.48,12.88
33.642740965,1.77,0.04,0.149,0.174,0.079,0.03,0.84,-1.32,12.93
33.662778616,1.773,0.042,0.15,0.17,0.079,0.029,0.77,-1.11,12.96
33.682739974,1.777,0.043,0.151,0.17,0.081,0.027,0.72,-0.99,12.97
33.702837945,1.78,0.045,0.151,0.168,0.08,0.029,0.68,-0.92,12.97
33.722763539,1.784,0.046,0.152,0.165,0.078,0.034,0.67,-0.9,13
33.742838383,1.787,0.048,0.153,0.161,0.077,0.037,0.68,-0.83,13.03
33.763162375,1.79,0.049,0.154,0.153,0.079,0.035,0.68,-0.74,13.06
33.782936574,1.793,0.051,0.154,0.147,0.083,0.033,0.68,-0.67,13.08
33.802854538,1.796,0.052,0.155,0.142,0.085,0.033,0.64,-0.56,13.13
33.822841645,1.799,0.054,0.156,0.136,0.086,0.035,0.62,-0.42,13.18
33.842733384,1.801,0.055,0.156,0.129,0.084,0.037,0.61,-0.32,13.23
33.862882615,1.804,0.057,0.157,0.124,0.082,0.038,0.6,-0.16,13.23
33.882811785,1.806,0.058,0.158,0.117,0.081,0.038,0.59,-0.05,13.23
