Time,X,Y,Z,Vx,Vy,Vz,r,p,y
11.582743884,-0.962,0.013,0.137,0.001,0.019,0,0.2,-1.73,-5.22
11.602783919,-0.963,0.012,0.137,0.005,0.017,-0.001,0.22,-1.96,-5.29
11.622806073,-0.963,0.013,0.137,0.014,0.018,-0.002,0.21,-2.3,-5.28
11.642860175,-0.962,0.013,0.137,0.026,0.018,-0.003,0.22,-2.77,-5.29
11.662793875,-0.961,0.013,0.137,0.041,0.017,-0.003,0.24,-3.37,-5.34
11.683262587,-0.96,0.013,0.137,0.058,0.015,-0.004,0.25,-4.09,-5.36
11.702821732,-0.959,0.013,0.137,0.068,0.016,-0.006,0.26,-4.54,-5.38
11.722872258,-0.957,0.013,0.137,0.069,0.012,-0.001,0.32,-5.24,-5.59
11.742770672,-0.956,0.013,0.137,0.063,0.013,0.004,0.3,-5.45,-5.62
11.762810469,-0.955,0.013,0.137,0.073,0.017,0.004,0.27,-5.67,-5.71
11.78281045,-0.953,0.013,0.138,0.076,0.017,0.009,0.34,-5.79,-5.82
11.802888871,-0.951,0.014,0.138,0.081,0.017,0.014,0.3,-5.87,-5.86
11.822748423,-0.95,0.014,0.139,0.08,0.021,0.017,0.23,-5.81,-5.84
11.842771531,-0.948,0.014,0.139,0.078,0.024,0.019,0.23,-5.75,-5.82
11.862821341,-0.946,0.015,0.14,0.075,0.027,0.022,0.21,-5.54,-5.86
11.882967711,-0.945,0.015,0.14,0.075,0.028,0.024,0.18,-5.28,-5.85
11.902827502,-0.944,0.016,0.141,0.067,0.031,0.026,0.13,-4.94,-5.9
11.922791005,-0.942,0.016,0.142,0.068,0.032,0.027,0.11,-4.62,-5.95
11.942741156,-0.941,0.017,0.143,0.064,0.034,0.029,0.09,-4.26,-6.03
11.962796927,-0.94,0.017,0.143,0.066,0.035,0.03,0.07,-3.96,-6.09
11.982808114,-0.938,0.018,0.144,0.067,0.037,0.03,0.03,-3.73,-6.18
12.002809525,-0.937,0.019,0.145,0.065,0.038,0.03,0.02,-3.51,-6.28
12.022804499,-0.936,0.019,0.146,0.064,0.04,0.031,0,-3.39,-6.42
12.042757988,-0.935,0.02,0.146,0.068,0.04,0.032,0,-3.37,-6.58
12.062684536,-0.933,0.021,0.147,0.068,0.042,0.032,0.01,-3.41,-6.8
12.082778693,-0.932,0.022,0.148,0.068,0.044,0.033,0,-3.56,-6.94
12.102860928,-0.931,0.022,0.149,0.061,0.048,0.036,-0.01,-3.58,-7.07
12.122945071,-0.929,0.023,0.15,0.062,0.052,0.037,-0.02,-3.63,-7.15
12.142769099,-0.928,0.024,0.151,0.061,0.055,0.038,-0.03,-3.68,-7.13
12.162799836,-0.927,0.025,0.151,0.06,0.057,0.04,-0.04,-3.72,-7.12
12.182775498,-0.926,0.026,0.152,0.058,0.059,0.042,-0.04,-3.74,-7.13
12.202829838,-0.925,0.027,0.153,0.058,0.062,0.043,-0.04,-3.73,-7.14
12.222793103,-0.924,0.028,0.154,0.059,0.064,0.044,-0.04,-3.77,-7.14
12.242830754,-0.923,0.029,0.155,0.062,0.065,0.046,-0.04,-3.81,-7.13
12.262809039,-0.921,0.03,0.156,0.066,0.067,0.047,-0.05,-3.89,-7.09
12.282747508,-0.92,0.031,0.157,0.071,0.068,0.048,-0.06,-3.97,-7.07
12.30317092,-0.919,0.032,0.158,0.083,0.068,0.047,-0.07,-4.25,-7.04
12.322826863,-0.917,0.034,0.159,0.088,0.067,0.048,-0.07,-4.55,-7.08
12.342870474,-0.916,0.035,0.16,0.097,0.067,0.049,-0.06,-4.82,-7.1
12.362828255,-0.914,0.036,0.161,0.106,0.068,0.05,-0.04,-5.26,-7.15
12.382749558,-0.912,0.037,0.162,0.111,0.069,0.053,-0.03,-5.64,-7.2
12.402753354,-0.91,0.038,0.164,0.117,0.068,0.057,-0.03,-5.87,-7.31
12.42282033,-0.907,0.039,0.165,0.124,0.069,0.058,-0.04,-6.1,-7.44
12.442809344,-0.905,0.04,0.166,0.131,0.07,0.06,-0.04,-6.36,-7.56
12.46275878,-0.903,0.041,0.167,0.135,0.072,0.062,-0.04,-6.63,-7.66
12.48275733,-0.9,0.042,0.168,0.132,0.075,0.065,-0.03,-6.71,-7.77
12.502716303,-0.898,0.043,0.169,0.139,0.077,0.067,-0.04,-6.87,-7.76
12.522826434,-0.896,0.044,0.17,0.139,0.078,0.069,-0.05,-6.94,-7.86
12.54340005,-0.894,0.045,0.172,0.14,0.079,0.071,-0.1,-6.99,-7.87
12.56277299,-0.891,0.046,0.173,0.141,0.082,0.073,-0.1,-7,-7.95
12.582724572,-0.889,0.047,0.174,0.139,0.082,0.077,-0.08,-6.88,-8.06
12.602747441,-0.887,0.048,0.175,0.14,0.084,0.078,-0.11,-6.74,-8.1
12.622798443,-0.885,0.049,0.176,0.139,0.086,0.079,-0.11,-6.65,-8.16
12.642804385,-0.883,0.05,0.177,0.142,0.087,0.082,-0.11,-6.52,-8.26
12.662950993,-0.881,0.051,0.179,0.144,0.088,0.083,-0.13,-6.38,-8.33
12.682968379,-0.879,0.052,0.18,0.15,0.088,0.082,-0.16,-6.27,-8.4
12.702884436,-0.876,0.053,0.181,0.152,0.092,0.081,-0.18,-6.2,-8.49
12.7229352,-0.873,0.055,0.183,0.159,0.095,0.08,-0.19,-6.21,-8.58
12.742822886,-0.87,0.057,0.185,0.163,0.098,0.081,-0.2,-6.25,-8.69
12.762981654,-0.867,0.059,0.186,0.169,0.101,0.081,-0.24,-6.22,-8.81
12.782932759,-0.863,0.061,0.188,0.177,0.104,0.079,-0.29,-6.24,-8.93
12.803596974,-0.859,0.063,0.19,0.183,0.108,0.078,-0.31,-6.33,-9.05
12.822760582,-0.856,0.066,0.191,0.19,0.111,0.079,-0.32,-6.45,-9.17
12.843117953,-0.852,0.068,0.193,0.2,0.114,0.077,-0.35,-6.54,-9.27
12.862795592,-0.848,0.07,0.194,0.208,0.117,0.076,-0.39,-6.68,-9.36
12.882864476,-0.843,0.073,0.196,0.216,0.12,0.077,-0.4,-6.82,-9.47
12.903015137,-0.839,0.075,0.197,0.227,0.122,0.076,-0.41,-6.98,-9.55
12.92286563,-0.834,0.077,0.199,0.233,0.125,0.077,-0.41,-7.11,-9.63
12.942961216,-0.83,0.08,0.2,0.242,0.129,0.078,-0.44,-7.18,-9.7
12.962805987,-0.825,0.083,0.202,0.251,0.132,0.077,-0.47,-7.3,-9.74
12.982825518,-0.82,0.085,0.204,0.257,0.136,0.078,-0.49,-7.34,-9.8
13.00285244,-0.814,0.088,0.205,0.266,0.139,0.079,-0.5,-7.36,-9.82
13.022845269,-0.809,0.091,0.207,0.273,0.143,0.079,-0.51,-7.37,-9.83
13.042874337,-0.803,0.094,0.208,0.279,0.147,0.081,-0.52,-7.32,-9.84
13.062787533,-0.798,0.097,0.21,0.289,0.15,0.081,-0.54,-7.27,-9.83
13.082780362,-0.792,0.1,0.212,0.296,0.154,0.082,-0.54,-7.19,-9.79
13.102721453,-0.786,0.103,0.213,0.306,0.156,0.081,-0.54,-7.11,-9.75
13.122793437,-0.805,0.078,0.212,0.277,0.113,0.104,-0.27,-6.89,-9.63
13.142827034,-0.803,0.077,0.212,0.278,0.112,0.104,-0.26,-6.72,-9.49
13.16292882,-0.802,0.075,0.211,0.277,0.113,0.103,-0.25,-6.41,-9.4
13.182870865,-0.801,0.074,0.21,0.283,0.112,0.101,-0.26,-6.16,-9.31
13.203110934,-0.799,0.072,0.209,0.284,0.114,0.101,-0.31,-5.86,-9.29
13.222792149,-0.798,0.07,0.207,0.288,0.114,0.102,-0.36,-5.6,-9.29
13.242811442,-0.796,0.069,0.206,0.292,0.11,0.1,-0.41,-5.43,-9.32
13.262856246,-0.794,0.067,0.205,0.293,0.106,0.1,-0.44,-5.26,-9.31
13.282757521,-0.792,0.066,0.204,0.293,0.099,0.102,-0.43,-5.17,-9.33
13.302715779,-0.79,0.065,0.204,0.293,0.094,0.104,-0.41,-5.07,-9.3
13.322700739,-0.787,0.063,0.203,0.289,0.091,0.106,-0.34,-4.93,-9.24
13.342916012,-0.784,0.062,0.203,0.286,0.091,0.108,-0.27,-4.78,-9.15
13.362768651,-0.781,0.062,0.203,0.285,0.092,0.107,-0.22,-4.56,-9.02
13.382735491,-0.778,0.061,0.203,0.284,0.095,0.106,-0.17,-4.34,-8.89
13.40276742,-0.775,0.06,0.204,0.285,0.096,0.103,-0.13,-4.11,-8.79
13.422754288,-0.772,0.06,0.204,0.289,0.097,0.101,-0.09,-3.96,-8.66
13.442744017,-0.769,0.059,0.203,0.289,0.097,0.101,-0.05,-3.8,-8.55
13.462710619,-0.766,0.059,0.203,0.292,0.096,0.1,0.01,-3.73,-8.41
13.482824803,-0.762,0.058,0.203,0.296,0.095,0.101,0.07,-3.7,-8.31
13.502820492,-0.759,0.057,0.203,0.298,0.096,0.102,0.11,-3.72,-8.23
13.522819043,-0.756,0.057,0.203,0.3,0.098,0.102,0.13,-3.79,-8.15
13.542748929,-0.752,0.056,0.203,0.302,0.101,0.102,0.12,-3.84,-8.09
13.562738657,-0.749,0.056,0.203,0.303,0.103,0.103,0.08,-3.91,-8.01
13.582710982,-0.745,0.055,0.203,0.305,0.103,0.103,0.05,-3.98,-8.01
13.60276723,-0.742,0.055,0.203,0.305,0.103,0.103,0,-4.03,-8
13.622733117,-0.738,0.054,0.203,0.303,0.103,0.103,-0.03,-4.02,-8
13.642797232,-0.735,0.054,0.203,0.301,0.104,0.105,-0.06,-3.97,-7.96
13.662745238,-0.731,0.054,0.204,0.297,0.105,0.106,-0.08,-3.78,-7.92
13.682719231,-0.728,0.054,0.204,0.297,0.107,0.108,-0.09,-3.6,-7.85
13.702734948,-0.724,0.053,0.204,0.295,0.11,0.11,-0.09,-3.39,-7.84
13.722967864,-0.72,0.053,0.205,0.293,0.112,0.11,-0.11,-3.18,-7.82
13.742810011,-0.717,0.053,0.205,0.288,0.115,0.111,-0.14,-2.92,-7.8
13.762755156,-0.714,0.053,0.205,0.285,0.115,0.11,-0.17,-2.7,-7.78
13.783284426,-0.71,0.053,0.205,0.281,0.112,0.109,-0.16,-2.45,-7.78
13.802735806,-0.707,0.053,0.206,0.277,0.11,0.107,-0.15,-2.22,-7.78
13.822741509,-0.704,0.052,0.206,0.276,0.108,0.107,-0.1,-2.06,-7.77
13.842721463,-0.701,0.052,0.206,0.276,0.108,0.109,-0.05,-2,-7.78
13.862680913,-0.698,0.052,0.206,0.274,0.109,0.109,-0.02,-2.02,-7.75
13.88292861,-0.695,0.051,0.206,0.273,0.107,0.108,0.03,-2.12,-7.73
13.902838707,-0.693,0.051,0.206,0.27,0.107,0.107,0.07,-2.25,-7.71
13.922759295,-0.689,0.05,0.207,0.268,0.106,0.107,0.12,-2.42,-7.71
13.942864895,-0.686,0.05,0.207,0.264,0.105,0.107,0.18,-2.59,-7.66
13.962882519,-0.683,0.05,0.207,0.262,0.106,0.107,0.23,-2.74,-7.58
13.982825041,-0.68,0.05,0.207,0.26,0.106,0.107,0.28,-2.9,-7.52
14.002823353,-0.677,0.049,0.208,0.256,0.108,0.108,0.32,-2.98,-7.43
14.022795201,-0.675,0.049,0.208,0.256,0.11,0.107,0.35,-3.09,-7.38
14.042910338,-0.672,0.049,0.208,0.253,0.111,0.107,0.37,-3.17,-7.32
14.062733651,-0.669,0.049,0.208,0.253,0.113,0.107,0.38,-3.23,-7.3
14.082750559,-0.667,0.048,0.208,0.251,0.114,0.106,0.36,-3.27,-7.29
14.102826119,-0.664,0.048,0.208,0.25,0.115,0.106,0.35,-3.31,-7.3
14.122891427,-0.661,0.048,0.208,0.248,0.115,0.106,0.31,-3.35,-7.32
14.142728091,-0.659,0.048,0.208,0.248,0.115,0.107,0.29,-3.4,-7.34
14.162786484,-0.656,0.048,0.209,0.245,0.115,0.108,0.26,-3.42,-7.39
14.18279028,-0.653,0.048,0.209,0.244,0.115,0.107,0.23,-3.44,-7.42
14.20283103,-0.651,0.048,0.209,0.24,0.115,0.108,0.21,-3.45,-7.49
14.222795725,-0.649,0.048,0.209,0.236,0.115,0.107,0.2,-3.42,-7.55
14.242762805,-0.647,0.047,0.209,0.234,0.114,0.107,0.2,-3.42,-7.58
14.262716532,-0.644,0.047,0.209,0.229,0.115,0.107,0.2,-3.43,-7.61
14.282799006,-0.642,0.047,0.209,0.226,0.115,0.107,0.2,-3.4,-7.59
14.302780867,-0.64,0.047,0.209,0.222,0.115,0.107,0.19,-3.36,-7.58
14.322778941,-0.638,0.047,0.209,0.22,0.115,0.106,0.18,-3.32,-7.55
14.342729807,-0.636,0.046,0.209,0.219,0.114,0.104,0.19,-3.35,-7.5
14.362833977,-0.634,0.046,0.209,0.216,0.115,0.103,0.21,-3.35,-7.5
14.383207799,-0.632,0.046,0.209,0.215,0.114,0.103,0.22,-3.37,-7.5
14.402849436,-0.63,0.046,0.209,0.213,0.114,0.102,0.23,-3.4,-7.5
14.422918559,-0.629,0.045,0.209,0.211,0.114,0.101,0.24,-3.44,-7.53
14.442905903,-0.627,0.045,0.209,0.21,0.114,0.101,0.26,-3.45,-7.55
14.462903977,-0.625,0.045,0.209,0.212,0.113,0.1,0.26,-3.52,-7.59
14.482772351,-0.622,0.045,0.21,0.215,0.112,0.098,0.27,-3.65,-7.67
14.502785206,-0.62,0.045,0.21,0.217,0.111,0.097,0.27,-3.79,-7.74
14.522740841,-0.618,0.045,0.21,0.218,0.11,0.097,0.26,-3.94,-7.82
14.542795659,-0.616,0.044,0.21,0.22,0.108,0.096,0.25,-4.07,-7.91
14.562820435,-0.614,0.044,0.209,0.218,0.107,0.096,0.23,-4.22,-7.99
14.58283639,-0.612,0.043,0.209,0.216,0.106,0.097,0.21,-4.35,-8.07
14.60282302,-0.61,0.043,0.209,0.212,0.106,0.098,0.2,-4.38,-8.15
14.622714997,-0.608,0.043,0.209,0.209,0.106,0.098,0.18,-4.39,-8.21
14.642772913,-0.606,0.042,0.209,0.206,0.106,0.098,0.18,-4.35,-8.25
14.662750721,-0.605,0.042,0.209,0.201,0.106,0.099,0.17,-4.29,-8.26
14.682698727,-0.603,0.041,0.209,0.196,0.106,0.101,0.16,-4.15,-8.27
14.702791214,-0.601,0.041,0.209,0.194,0.106,0.1,0.17,-4.02,-8.26
14.722750187,-0.6,0.041,0.209,0.191,0.104,0.099,0.19,-3.92,-8.22
14.742802382,-0.598,0.04,0.209,0.187,0.104,0.098,0.2,-3.79,-8.18
14.762991667,-0.597,0.04,0.209,0.188,0.104,0.097,0.22,-3.71,-8.14
14.78285718,-0.595,0.04,0.209,0.185,0.105,0.096,0.24,-3.7,-8.08
14.80282712,-0.594,0.039,0.209,0.184,0.105,0.094,0.26,-3.67,-8.02
14.822868586,-0.593,0.039,0.208,0.182,0.104,0.093,0.27,-3.7,-7.98
14.842780352,-0.591,0.039,0.208,0.181,0.105,0.093,0.27,-3.75,-7.97
14.862746954,-0.59,0.038,0.208,0.179,0.105,0.092,0.28,-3.84,-7.91
14.882918597,-0.589,0.038,0.208,0.176,0.106,0.092,0.28,-3.92,-7.9
14.902789832,-0.587,0.038,0.208,0.175,0.105,0.091,0.29,-4.01,-7.91
14.922778607,-0.586,0.037,0.208,0.173,0.104,0.091,0.29,-4.12,-7.91
14.942893506,-0.585,0.037,0.208,0.17,0.104,0.091,0.3,-4.19,-7.91
14.962753296,-0.583,0.037,0.208,0.17,0.103,0.089,0.29,-4.28,-7.93
14.982750178,-0.582,0.036,0.208,0.168,0.103,0.089,0.29,-4.37,-7.93
15.002769232,-0.581,0.036,0.208,0.167,0.101,0.089,0.29,-4.46,-7.96
15.022810936,-0.58,0.036,0.207,0.167,0.1,0.088,0.29,-4.54,-7.99
15.042815209,-0.578,0.035,0.207,0.168,0.099,0.087,0.28,-4.63,-8.01
15.06283927,-0.575,0.037,0.209,0.169,0.102,0.087,0.27,-4.72,-8.05
15.082851172,-0.571,0.039,0.211,0.173,0.105,0.087,0.24,-4.78,-8.09
15.102783204,-0.568,0.042,0.212,0.179,0.107,0.086,0.22,-4.89,-8.14
15.122861147,-0.564,0.044,0.214,0.183,0.11,0.086,0.21,-4.99,-8.18
15.142812491,-0.561,0.046,0.216,0.189,0.114,0.085,0.19,-5.1,-8.21
15.16291833,-0.557,0.048,0.218,0.194,0.117,0.086,0.17,-5.22,-8.21
15.182846547,-0.553,0.051,0.219,0.2,0.12,0.085,0.13,-5.3,-8.25
15.202810526,-0.549,0.053,0.221,0.205,0.124,0.085,0.09,-5.4,-8.25
15.222865582,-0.545,0.056,0.223,0.21,0.127,0.086,0.07,-5.48,-8.24
15.242824078,-0.54,0.058,0.225,0.216,0.131,0.086,0.04,-5.51,-8.23
15.262819291,-0.536,0.061,0.226,0.221,0.135,0.086,-0.01,-5.57,-8.22
15.282828808,-0.531,0.064,0.228,0.228,0.139,0.086,-0.05,-5.59,-8.21
15.302739382,-0.527,0.066,0.23,0.233,0.143,0.087,-0.11,-5.63,-8.21
15.322707892,-0.522,0.07,0.232,0.238,0.148,0.087,-0.17,-5.66,-8.23
15.342824936,-0.517,0.073,0.233,0.243,0.152,0.087,-0.2,-5.69,-8.23
15.36284256,-0.512,0.076,0.235,0.246,0.157,0.088,-0.26,-5.66,-8.24
15.382827282,-0.507,0.079,0.237,0.25,0.16,0.088,-0.31,-5.58,-8.23
15.402806283,-0.502,0.082,0.239,0.251,0.165,0.087,-0.37,-5.48,-8.2
15.422750474,-0.497,0.086,0.24,0.255,0.167,0.087,-0.41,-5.31,-8.17
15.44272852,-0.492,0.089,0.242,0.259,0.169,0.088,-0.42,-5.19,-8.13
15.462763787,-0.512,0.061,0.236,0.225,0.12,0.103,-0.17,-4.88,-8.02
15.48273635,-0.514,0.056,0.232,0.225,0.111,0.096,-0.11,-4.75,-7.93
15.502706051,-0.516,0.051,0.227,0.223,0.106,0.091,-0.06,-4.64,-7.82
15.522709132,-0.517,0.046,0.223,0.222,0.101,0.086,0,-4.59,-7.7
15.54271698,-0.518,0.042,0.22,0.221,0.096,0.083,0.05,-4.53,-7.6
15.56272769,-0.519,0.038,0.216,0.223,0.09,0.08,0.12,-4.55,-7.49
15.582755805,-0.519,0.035,0.214,0.22,0.086,0.078,0.17,-4.59,-7.38
15.602741719,-0.523,0.027,0.207,0.218,0.077,0.075,0.24,-4.63,-7.25
15.623045207,-0.522,0.025,0.206,0.217,0.076,0.074,0.27,-4.7,-7.17
15.642788172,-0.518,0.027,0.207,0.221,0.081,0.075,0.26,-4.76,-7.12
15.662774802,-0.517,0.024,0.205,0.219,0.079,0.074,0.27,-4.78,-7.07
15.682837725,-0.515,0.022,0.204,0.219,0.079,0.073,0.26,-4.75,-7
15.702815295,-0.577,-0.05,0.135,0.156,0.004,0.011,0.49,-4.59,-7.03
15.722761393,-0.574,-0.05,0.136,0.161,0.005,0.011,0.45,-4.53,-6.98
15.742824793,-0.571,-0.05,0.136,0.164,0.007,0.012,0.4,-4.51,-6.9
15.762883902,-0.567,-0.05,0.136,0.166,0.009,0.013,0.35,-4.42,-6.86
15.782862902,-0.565,-0.05,0.137,0.16,0.006,0.015,0.34,-4.22,-6.86
15.802848101,-0.561,-0.05,0.137,0.164,0.008,0.014,0.32,-4.06,-6.78
15.822737217,-0.559,-0.051,0.137,0.163,0.004,0.012,0.33,-3.86,-6.77
15.842817069,-0.555,-0.051,0.137,0.166,0.008,0.011,0.3,-3.75,-6.69
15.862831355,-0.552,-0.051,0.138,0.169,0.011,0.011,0.27,-3.61,-6.7
15.882754803,-0.549,-0.051,0.138,0.173,0.013,0.012,0.2,-3.56,-6.65
15.902815819,-0.545,-0.05,0.138,0.173,0.013,0.013,0.21,-3.51,-6.62
15.922773362,-0.542,-0.05,0.139,0.174,0.011,0.014,0.23,-3.48,-6.54
15.942804099,-0.541,-0.053,0.137,0.154,-0.007,0.002,0.39,-3.37,-6.54
15.962812424,-0.538,-0.053,0.137,0.155,-0.006,0.001,0.44,-3.32,-6.41
15.98278308,-0.534,-0.054,0.137,0.155,-0.002,0.003,0.46,-3.22,-6.25
16.002751828,-0.531,-0.054,0.137,0.159,0.001,0.001,0.48,-3.13,-6.12
16.022785664,-0.528,-0.054,0.137,0.162,0.005,0.002,0.47,-3.08,-5.98
16.042896748,-0.525,-0.053,0.138,0.164,0.007,0.004,0.49,-3.07,-5.87
16.062749625,-0.521,-0.053,0.138,0.169,0.009,0.006,0.46,-3.1,-5.79
16.082802296,-0.518,-0.053,0.138,0.169,0.01,0.01,0.48,-3.19,-5.67
16.102735758,-0.515,-0.053,0.139,0.168,0.013,0.01,0.47,-3.26,-5.63
16.122859955,-0.511,-0.053,0.139,0.165,0.015,0.013,0.47,-3.32,-5.55
16.142825366,-0.508,-0.053,0.139,0.166,0.017,0.015,0.48,-3.37,-5.44
16.162791253,-0.504,-0.052,0.14,0.166,0.019,0.019,0.49,-3.44,-5.35
16.182779313,-0.501,-0.052,0.141,0.167,0.021,0.02,0.49,-3.56,-5.28
16.202718258,-0.498,-0.052,0.141,0.166,0.025,0.021,0.47,-3.66,-5.22
16.222822667,-0.494,-0.051,0.142,0.166,0.029,0.023,0.46,-3.72,-5.16
16.242823363,-0.491,-0.051,0.143,0.166,0.033,0.025,0.43,-3.78,-5.09
16.262730122,-0.488,-0.05,0.143,0.167,0.035,0.028,0.41,-3.83,-5.04
16.282725573,-0.485,-0.05,0.144,0.166,0.038,0.03,0.39,-3.86,-4.99
16.302758217,-0.481,-0.049,0.145,0.167,0.039,0.031,0.36,-3.9,-4.93
16.322794199,-0.478,-0.048,0.146,0.169,0.04,0.032,0.33,-3.95,-4.89
16.342724801,-0.475,-0.047,0.146,0.171,0.04,0.034,0.31,-3.99,-4.87
16.362836361,-0.471,-0.047,0.147,0.175,0.042,0.035,0.29,-4.09,-4.87
16.382756472,-0.468,-0.046,0.148,0.175,0.043,0.037,0.26,-4.18,-4.85
16.402834893,-0.464,-0.045,0.149,0.176,0.045,0.04,0.26,-4.25,-4.86
16.422762394,-0.461,-0.045,0.15,0.178,0.046,0.042,0.24,-4.34,-4.86
16.442842484,-0.457,-0.044,0.151,0.178,0.047,0.044,0.22,-4.38,-4.85
16.462819338,-0.454,-0.043,0.152,0.179,0.048,0.044,0.21,-4.39,-4.86
16.482812167,-0.45,-0.042,0.153,0.181,0.049,0.046,0.22,-4.38,-4.82
16.502821208,-0.447,-0.041,0.154,0.183,0.052,0.048,0.22,-4.35,-4.77
16.522796393,-0.443,-0.04,0.155,0.184,0.052,0.051,0.24,-4.31,-4.69
16.542804957,-0.44,-0.04,0.156,0.186,0.054,0.054,0.27,-4.31,-4.6
16.562842608,-0.436,-0.039,0.157,0.179,0.058,0.059,0.3,-4.2,-4.47
16.582777977,-0.433,-0.038,0.159,0.172,0.064,0.063,0.31,-3.95,-4.38
16.60283804,-0.43,-0.037,0.16,0.166,0.068,0.066,0.31,-3.6,-4.24
16.622809172,-0.427,-0.036,0.161,0.161,0.07,0.067,0.31,-3.19,-4.12
16.642769814,-0.424,-0.034,0.163,0.162,0.071,0.067,0.32,-2.84,-4.01
16.662822962,-0.421,-0.033,0.164,0.16,0.072,0.067,0.32,-2.51,-3.88
16.683079482,-0.416,-0.032,0.166,0.169,0.074,0.063,0.36,-2.19,-3.77
16.702695609,-0.415,-0.031,0.166,0.172,0.074,0.065,0.37,-2.17,-3.72
16.722744704,-0.412,-0.03,0.168,0.178,0.076,0.067,0.4,-2.27,-3.67
16.74270773,-0.408,-0.029,0.169,0.183,0.079,0.067,0.41,-2.47,-3.67
16.762749434,-0.405,-0.028,0.17,0.188,0.081,0.067,0.42,-2.82,-3.67
16.782781363,-0.401,-0.027,0.171,0.192,0.082,0.069,0.42,-3.21,-3.7
16.802759648,-0.398,-0.026,0.172,0.194,0.083,0.07,0.43,-3.65,-3.75
16.822755576,-0.394,-0.025,0.174,0.193,0.084,0.071,0.44,-4.02,-3.77
16.842910529,-0.391,-0.024,0.175,0.196,0.086,0.072,0.44,-4.36,-3.82
16.863058329,-0.385,-0.022,0.177,0.194,0.09,0.075,0.42,-4.73,-3.85
16.882831336,-0.384,-0.022,0.177,0.196,0.09,0.076,0.43,-4.79,-3.83
16.902879239,-0.38,-0.021,0.178,0.198,0.092,0.078,0.42,-4.94,-3.82
16.922715188,-0.376,-0.019,0.18,0.2,0.094,0.08,0.4,-5.04,-3.88
16.942771197,-0.372,-0.018,0.181,0.204,0.096,0.083,0.38,-5.05,-3.92
16.962913275,-0.369,-0.017,0.182,0.206,0.098,0.084,0.33,-5.04,-3.98
16.982861043,-0.365,-0.016,0.183,0.207,0.102,0.084,0.26,-4.98,-4.05
17.002886534,-0.362,-0.015,0.184,0.21,0.103,0.084,0.18,-4.95,-4.1
17.022918463,-0.359,-0.014,0.185,0.208,0.104,0.085,0.13,-4.85,-4.14
17.04274869,-0.356,-0.013,0.185,0.211,0.103,0.085,0.07,-4.8,-4.18
17.062787295,-0.353,-0.013,0.186,0.21,0.102,0.087,0.03,-4.73,-4.23
17.082824946,-0.35,-0.012,0.187,0.212,0.1,0.088,0.01,-4.67,-4.28
17.10298729,-0.344,-0.011,0.188,0.213,0.102,0.089,-0.03,-4.59,-4.34
17.122742415,-0.344,-0.011,0.188,0.211,0.101,0.09,-0.04,-4.56,-4.35
17.142801047,-0.341,-0.011,0.189,0.207,0.102,0.091,-0.06,-4.45,-4.37
17.162890673,-0.338,-0.01,0.19,0.205,0.102,0.094,-0.09,-4.32,-4.35
17.183004141,-0.333,-0.009,0.191,0.201,0.104,0.095,-0.08,-4.13,-4.3
17.202824593,-0.332,-0.009,0.191,0.199,0.102,0.096,-0.07,-4.05,-4.27
17.223012686,-0.329,-0.009,0.192,0.2,0.101,0.094,-0.03,-3.96,-4.2
17.242816926,-0.327,-0.008,0.193,0.197,0.101,0.094,-0.01,-3.87,-4.12
17.262754202,-0.324,-0.008,0.193,0.2,0.101,0.093,0.05,-3.82,-4.05
17.282802582,-0.321,-0.008,0.194,0.201,0.103,0.091,0.09,-3.83,-3.94
17.302831173,-0.318,-0.007,0.194,0.202,0.102,0.09,0.14,-3.86,-3.86
17.322805405,-0.316,-0.007,0.195,0.204,0.104,0.089,0.17,-3.91,-3.8
17.342769862,-0.313,-0.007,0.195,0.206,0.104,0.089,0.2,-3.99,-3.73
17.362797022,-0.31,-0.007,0.195,0.208,0.105,0.089,0.22,-4.07,-3.72
17.382739306,-0.355,-0.072,0.136,0.153,0.021,0.021,0.55,-4,-3.78
17.402761698,-0.352,-0.072,0.137,0.155,0.024,0.025,0.53,-4.14,-3.86
17.42282939,-0.349,-0.072,0.138,0.158,0.024,0.026,0.52,-4.26,-3.9
17.442793847,-0.346,-0.071,0.138,0.16,0.027,0.024,0.52,-4.37,-3.91
17.462845803,-0.343,-0.072,0.138,0.156,0.022,0.02,0.56,-4.43,-3.95
17.483118773,-0.34,-0.071,0.138,0.158,0.025,0.021,0.53,-4.5,-3.93
17.502765179,-0.336,-0.072,0.138,0.153,0.019,0.014,0.55,-4.44,-3.96
17.522751809,-0.335,-0.073,0.138,0.15,0.013,0.012,0.59,-4.38,-3.96
17.542825938,-0.333,-0.073,0.138,0.151,0.013,0.012,0.56,-4.35,-3.93
17.562784911,-0.329,-0.074,0.138,0.154,0.005,0.013,0.64,-4.34,-3.92
17.582885266,-0.326,-0.074,0.138,0.159,0.005,0.008,0.65,-4.39,-3.82
17.603238822,-0.322,-0.074,0.138,0.163,0.006,0.005,0.74,-4.46,-3.73
17.622902394,-0.318,-0.074,0.138,0.17,0.011,0.004,0.76,-4.57,-3.64
17.642787934,-0.317,-0.074,0.138,0.171,0.012,0.004,0.74,-4.63,-3.6
17.662805081,-0.314,-0.075,0.138,0.174,0.009,0,0.81,-4.72,-3.61
17.682817221,-0.31,-0.075,0.138,0.178,0.01,0,0.8,-4.88,-3.59
