Time,X,Y,Z,Vx,Vy,Vz,r,p,y,rx,ry,rz,Ux,Uy,Uz
6.083678246,0.075,-0.044,0.335,-0.545,0.276,-0.083,3.62,-10.5,1.1,1.6,-1.2,0.3,-1.5,1.5,0.5005000000000004,
6.093279839,0.069,-0.041,0.335,-0.525,0.27,-0.078,3.67,-10.39,1.04,1.6,-1.2,0.3,0.9817,-0.7662999999999983,-0.024500000000000022,
6.10369277,0.064,-0.038,0.334,-0.507,0.264,-0.075,3.72,-10.25,0.99,1.6,-1.2,0.3,1.0002000000000015,-0.7684000000000015,-0.03880000000000003,
6.113311768,0.06,-0.035,0.334,-0.486,0.254,-0.067,3.8,-10.1,0.94,1.6,-1.2,0.3,1.0179999999999998,-0.7704999999999983,-0.02380000000000002,
6.1233809,0.055,-0.033,0.333,-0.468,0.248,-0.065,3.85,-9.93,0.89,1.6,-1.2,0.3,1.0064999999999984,-0.7868999999999999,-0.03810000000000004,
6.133655072,0.051,-0.03,0.333,-0.449,0.239,-0.055,3.92,-9.77,0.87,1.6,-1.2,0.3,1.0243,-0.7740000000000016,-0.02310000000000002,
6.143463374,0.046,-0.028,0.333,-0.431,0.232,-0.048,4.0,-9.72,0.85,1.6,-1.2,0.3,1.0128000000000015,-0.7903999999999999,-0.02310000000000002,
6.153381587,0.042,-0.026,0.333,-0.412,0.225,-0.038,4.13,-9.82,0.87,1.6,-1.2,0.3,1.0306,-0.7917999999999998,-0.02310000000000002,
6.163553238,0.038,-0.023,0.332,-0.393,0.217,-0.026,4.3,-10.15,0.91,1.6,-1.2,0.3,1.0333999999999999,-0.7788999999999983,-0.03740000000000003,
6.173378945,0.034,-0.021,0.332,-0.372,0.208,-0.011,4.51,-10.7,0.99,1.6,-1.2,0.3,1.0362,-0.7953,-0.022400000000000017,
6.183575869,0.03,-0.019,0.332,-0.351,0.2,0.003,4.75,-11.46,1.11,1.6,-1.2,0.3,1.039,-0.7967,-0.022400000000000017,
6.193219662,0.027,-0.017,0.332,-0.327,0.19,0.019,5.02,-12.38,1.26,1.6,-1.2,0.3,1.0560999999999983,-0.7980999999999999,-0.022400000000000017,
6.203748942,0.024,-0.015,0.332,-0.302,0.181,0.032,5.32,-13.39,1.46,1.6,-1.2,0.3,1.0582000000000016,-0.7995,-0.022400000000000017,
6.213620663,0.021,-0.014,0.333,-0.278,0.172,0.034,5.64,-14.5,1.7,1.6,-1.2,0.3,1.0602999999999982,-0.8152000000000016,-0.008100000000000007,
6.223461628,0.018,-0.012,0.333,-0.253,0.163,0.03,5.96,-15.65,1.99,1.6,-1.2,0.3,1.0624000000000016,-0.8015999999999999,-0.02310000000000002,
6.23320365,0.016,-0.01,0.333,-0.226,0.154,0.027,6.28,-16.76,2.3,1.6,-1.2,0.3,1.0788,-0.8029999999999999,-0.02310000000000002,
6.243358851,0.017,-0.007,0.338,-0.186,0.137,0.04,6.66,-17.83,2.6,1.6,-1.2,0.3,1.1230999999999984,-0.7900999999999982,0.04840000000000004,
6.2533006669999995,0.015,-0.006,0.339,-0.155,0.127,0.036,6.93,-18.65,2.91,1.6,-1.2,0.3,1.0795000000000001,-0.8208000000000015,-0.012300000000000009,
6.263387204,0.013,-0.005,0.339,-0.126,0.115,0.034,7.16,-19.2,3.16,1.6,-1.2,0.3,1.0809,-0.8214999999999983,-0.027300000000000022,
6.273255587,0.012,-0.004,0.339,-0.093,0.105,0.029,7.34,-19.53,3.4,1.6,-1.2,0.3,1.0966000000000016,-0.8222000000000016,-0.027300000000000022,
6.283307553,0.011,-0.003,0.34,-0.059,0.094,0.025,7.46,-19.63,3.58,1.6,-1.2,0.3,1.0972999999999984,-0.8228999999999983,-0.013000000000000008,
6.293368817,0.011,-0.002,0.34,-0.024,0.083,0.023,7.52,-19.52,3.73,1.6,-1.2,0.3,1.1123,-0.8236000000000016,-0.02800000000000002,
6.30336094,0.01,-0.001,0.34,0.011,0.072,0.023,7.51,-19.28,3.83,1.6,-1.2,0.3,1.0980000000000016,-0.8242999999999984,-0.02800000000000002,
6.313451291,0.011,-0.001,0.34,0.047,0.06,0.025,7.43,-18.96,3.91,1.6,-1.2,0.3,1.1272999999999984,-0.8393,-0.02800000000000002,
6.323305607,0.011,0.0,0.341,0.082,0.049,0.027,7.29,-18.62,3.97,1.6,-1.2,0.3,1.1123,-0.8250000000000016,-0.01370000000000001,
6.333362818,0.012,0.0,0.341,0.115,0.038,0.026,7.1,-18.32,4.06,1.6,-1.2,0.3,1.1266000000000016,-0.84,-0.028700000000000024,
6.343592883,0.014,0.0,0.341,0.146,0.028,0.018,6.88,-18.03,4.18,1.6,-1.2,0.3,1.1402,-0.84,-0.028700000000000024,
6.353263379,0.015,0.0,0.341,0.175,0.019,0.008,6.63,-17.78,4.32,1.6,-1.2,0.3,1.1244999999999985,-0.84,-0.028700000000000024,
6.363327742,0.017,0.0,0.341,0.205,0.011,-0.001,6.38,-17.62,4.47,1.6,-1.2,0.3,1.1381000000000001,-0.84,-0.028700000000000024,
6.37362361,0.019,0.0,0.341,0.234,0.003,-0.009,6.14,-17.57,4.65,1.6,-1.2,0.3,1.1367,-0.84,-0.028700000000000024,
6.383329869,0.022,0.0,0.341,0.263,-0.004,-0.017,5.93,-17.64,4.84,1.6,-1.2,0.3,1.1496000000000017,-0.84,-0.028700000000000024,
6.393462897,0.025,0.0,0.341,0.293,-0.011,-0.022,5.77,-17.82,5.04,1.6,-1.2,0.3,1.1474999999999984,-0.84,-0.028700000000000024,
6.403393984,0.028,0.0,0.341,0.328,-0.019,-0.025,5.66,-18.1,5.28,1.6,-1.2,0.3,1.1454000000000018,-0.84,-0.028700000000000024,
6.413273335,0.032,0.0,0.34,0.36,-0.026,-0.027,5.61,-18.4,5.5,1.6,-1.2,0.3,1.1576,-0.84,-0.04300000000000004,
