Time,X,Y,Z,Vx,Vy,Vz,r,p,y,rx,ry,rz,Ux,Uy,Uz
0.0,0.001,0.005,0.329,-0.004,-0.001,0.007,-0.03,0.03,2.79,0.6,0.0,0.5,1.7074628030326386,0.18125397167708096,0.3000000202789928,
0.01952004400000007,0.001,0.005,0.329,-0.004,-0.001,0.009,-0.03,0.05,2.58,0.5999885828397555,0.0036794178464297236,0.5,1.7062113799773035,0.19152540884000682,0.30000002027259964,
0.04290866799999993,0.001,0.005,0.329,-0.005,0.0,0.008,-0.03,0.05,2.4,0.5999448757849861,0.008087839918129992,0.5,1.7046263935841064,0.20382207610916292,0.3000000202642489,
0.05950474700000008,0.001,0.005,0.33,-0.005,0.0,0.008,-0.07,-0.25,2.22,0.5998950243714526,0.011215724811620285,0.5,1.7034480872141773,0.21254068477764987,0.3000000201855358,
0.08655691099999974,0.001,0.005,0.33,-0.002,0.0,0.016,-0.19,-1.61,2.03,0.599777513305836,0.016313564725328623,0.5,1.7014242815708573,0.2267384107866179,0.30000002017426747,
0.0995121000000001,0.001,0.005,0.33,0.006,0.002,0.012,-0.48,-4.2,1.88,0.5997066805774461,0.018754529457256846,0.5,1.7004137049073293,0.23353183394222785,0.30000002016847227,
0.11954188300000013,0.001,0.005,0.33,0.025,0.007,0.007,-0.97,-7.31,1.76,0.5995768026935843,0.02252781296758155,0.5,1.6987934192160221,0.24402653099899024,0.30000002015894583,
0.1612408160000003,0.002,0.006,0.33,0.055,0.013,0.004,-1.49,-9.88,1.68,0.5992300554979265,0.030380164959051215,0.5,1.6918759431324804,0.262716625766101,0.3000000201102276,
0.16727757399999987,0.004,0.007,0.33,0.095,0.023,0.006,-1.88,-11.21,1.65,0.5991710973247037,0.0315165381377579,0.5,1.6846762523619632,0.2627460348730834,0.30000002005038345,
0.17963409399999986,0.009,0.006,0.331,0.144,0.027,0.005,-1.93,-11.44,1.88,0.5990447200687374,0.03384225327089605,0.5,1.6669076164894345,0.27232407839210365,0.3000000198152609,
0.19955444300000025,0.012,0.007,0.33,0.179,0.035,-0.014,-1.79,-10.7,2.16,0.5988211788787539,0.03759048378224115,0.5,1.6550458394671324,0.27959338504866454,0.300000019764541,
0.21962833400000026,0.016,0.008,0.33,0.211,0.042,-0.035,-1.51,-9.72,2.43,0.5985722321908993,0.04136611781490511,0.5,1.6397749629912264,0.2869308828052306,0.30000001959278466,
