Time,X,Y,Z,rx,ry,rz,Ux,Uy,Uz
6.355472565,0.0,0.001,0.593,1.2854199050961639,-0.13724610334225526,0.55,1.4999999980861551,-0.3327139732218339,0.30008494672884223,
6.374845505,0.0,0.001,0.593,1.2805365730852896,-0.1353987669113702,0.593,1.499999994643909,-0.3235720061713138,0.300264595925893,
6.394774914,0.001,0.001,0.593,1.2747624925152135,-0.13362425069487013,0.593,1.4999999946296048,-0.3096871244770924,0.3002611691004784,
6.414741993,0.001,0.001,0.593,1.2693513015099902,-0.13236956690756413,0.593,1.4999999946263027,-0.30925592340070435,0.30025956498583734,
6.434752703,0.001,0.001,0.593,1.2640474258993628,-0.1310026756738488,0.593,1.4999999946247469,-0.30618689899953694,0.3002581175659158,
6.454752446,0.001,0.001,0.593,1.2587100168319012,-0.1294166872861665,0.593,1.4999999946244138,-0.292502636206341,0.3002562758699203,
6.488792658,0.002,0.001,0.594,1.2508195794665575,-0.1276333283447083,0.593,1.4999999947457867,-0.2980670811818122,0.30024878367706676,
6.494776011,0.003,0.0,0.595,1.249321881698401,-0.12731517557956235,0.593,1.4999999948667428,-0.29526099179624066,0.3002410014191321,
6.51473856,0.004,0.0,0.596,1.243581134725339,-0.1257047099594847,0.595,1.4999999947819616,-0.281607625530383,0.30024305050958927,
6.534727812,0.006,-0.001,0.597,1.2384933008905643,-0.12454441850371298,0.595,1.4999999949113882,-0.2774100426751602,0.30023370158701534,
6.554807663,0.01,-0.003,0.598,1.2326606212742157,-0.12244263194828191,0.597,1.4999999948436051,-0.2577255231305575,0.3002336458457438,
6.574742318,0.013,-0.004,0.599,1.2268956179591632,-0.12055724685374375,0.598,1.4999999948942742,-0.23951080623549606,0.300227121876482,
6.60803175,0.018,-0.006,0.601,1.2176698384096645,-0.11790506324040934,0.599,1.4999999950916856,-0.22340974592676138,0.30021243463941816,
6.614796162,0.024,-0.009,0.602,1.2158109542590207,-0.11737916937505269,0.599,1.4999999952514558,-0.214018181093334,0.3002022519760215,
6.6347363,0.03,-0.012,0.603,1.2105221046267978,-0.1178787155676253,0.602,1.4999999951073308,-0.2313482393008033,0.30020685034435723,
6.654944897,0.038,-0.015,0.605,1.2049695026457325,-0.1167916330430966,0.602,1.4999999954379073,-0.2217612984043816,0.30018743064807485,
6.674809218,0.048,-0.018,0.606,1.1990541498428178,-0.11540398090404738,0.605,1.4999999953712166,-0.209882680192492,0.30018658766568834,
6.694750309,0.057,-0.022,0.607,1.1935582216223475,-0.11394883721770878,0.606,1.4999999955048302,-0.19371351878519644,0.300177474821058,
6.71479249,0.068,-0.026,0.608,1.187879046645705,-0.11285544030022215,0.606,1.4999999957893324,-0.1813009724832593,0.30016154783825433,
6.73479271,0.079,-0.03,0.609,1.1838624343157353,-0.10996218002335173,0.608,1.4999999957633672,-0.14185438233560896,0.300161530803077,
6.754750967,0.087,-0.034,0.614,1.1804025007476078,-0.10834012640193691,0.609,1.4999999962435846,-0.12284347651939184,0.3001412133356576,
6.7747373589999995,0.101,-0.038,0.615,1.175755738218432,-0.10677665603258452,0.609,1.499999996546919,-0.10765610233096495,0.30012625758818134,
6.794737101,0.115,-0.043,0.615,1.1823924272611046,-0.12671073854779621,0.615,1.4999999954636887,-0.4175867617102609,0.30018066624581646,
6.814729929,0.13,-0.048,0.615,1.1828066220379336,-0.13516437502398898,0.615,1.4999999954051737,-0.5316100833226054,0.30018499940992244,
6.8347802170000005,0.147,-0.053,0.614,1.1824154458296434,-0.1411527994805953,0.615,1.499999995384306,-0.5549993416818523,0.30018342331230663,
6.854742766,0.164,-0.058,0.614,1.1786582634625602,-0.14374778956596249,0.614,1.4999999957535586,-0.551539476403526,0.30016175273300405,
6.875237465,0.184,-0.064,0.613,1.1721603628957251,-0.14152316643362609,0.614,1.4999999963040624,-0.4402091359368614,0.30013067503160473,
6.8947258,0.203,-0.069,0.613,1.1708509884867915,-0.1467179985307059,0.614,1.499999996572838,-0.45441931068456065,0.3001180724249828,
6.91471386,0.224,-0.075,0.613,1.1624347643337642,-0.14135881974696443,0.613,1.4999999977901295,-0.2954894500066674,0.300069512271692,
6.934709073,0.245,-0.08,0.613,1.1536214412341443,-0.13291584826471856,0.613,1.499999998348865,-0.05003655020259836,0.30004378088963585,
6.95481515,0.267,-0.086,0.613,1.148735425276523,-0.13263007269824792,0.613,1.4999999983939516,-0.02513500172084499,0.30003828493021284,
6.998914242,0.291,-0.092,0.613,1.1416919390316453,-0.1241255073845519,0.613,1.499999998730255,0.2226865285999354,0.30002728233046094,
7.006374836,0.314,-0.099,0.614,1.1397923292362082,-0.12252860007710627,0.613,1.4999999986337662,0.25349024151365285,0.3000249676076969,
7.014846325,0.338,-0.106,0.615,1.1376336614907328,-0.12070995173958224,0.613,1.499999998457756,0.28595559107052854,0.3000228522177002,
7.034840584,0.363,-0.113,0.617,1.1322886424831837,-0.11936011661935562,0.615,1.4999999980714744,0.27568503557720386,0.30002175512885226,
