Time,X,Y,Z,Vx,Vy,Vz,r,p,y,rx,ry,rz,Ux,Uy,Uz
5.987964153,0.208,0.005,0.337,-0.866,-0.043,-0.03,-0.17,-7.64,4.43,1.6,-1.2,0.3,-1.5,1.5,0.5291000000000005,
5.998137713,0.191,0.005,0.336,-0.833,-0.036,-0.042,-0.28,-8.32,4.35,1.6,-1.2,0.3,0.7313000000000014,-0.8434999999999998,-0.040200000000000034,
6.008016348,0.188,0.008,0.334,-0.836,-0.03,-0.052,-0.33,-8.3,4.37,1.6,-1.2,0.3,0.9433999999999984,-0.8005999999999982,-0.05380000000000004,
6.018397808,0.169,0.008,0.335,-0.804,-0.022,-0.039,-0.28,-8.86,4.27,1.6,-1.2,0.3,0.7167000000000014,-0.8455999999999999,-0.009500000000000008,
6.028198481,0.171,0.009,0.334,-0.801,-0.021,-0.047,-0.28,-8.88,4.31,1.6,-1.2,0.3,1.0303,-0.8313000000000015,-0.03880000000000003,
6.038261414,0.154,0.009,0.335,-0.771,-0.016,-0.03,-0.06,-9.29,4.26,1.6,-1.2,0.3,0.7571999999999981,-0.8462999999999998,-0.009500000000000008,
6.048119784,0.154,0.009,0.335,-0.754,-0.015,-0.024,0.14,-9.62,4.25,1.6,-1.2,0.3,1.0122,-0.8462999999999998,-0.024500000000000022,
6.058134794,0.145,0.009,0.337,-0.757,-0.013,-0.013,0.12,-9.6,4.23,1.6,-1.2,0.3,0.8835000000000015,-0.8462999999999998,0.004100000000000006,
6.068011046,0.14,0.009,0.335,-0.733,-0.011,-0.014,0.37,-10.1,4.25,1.6,-1.2,0.3,0.9470000000000016,-0.8462999999999998,-0.05450000000000005,
6.078123331,0.131,0.009,0.337,-0.716,-0.011,0.006,0.68,-10.66,4.24,1.6,-1.2,0.3,0.8932999999999982,-0.8462999999999998,0.004100000000000006,
6.08817792,0.124,0.009,0.337,-0.694,-0.01,0.021,1.02,-11.38,4.25,1.6,-1.2,0.3,0.9282000000000015,-0.8462999999999998,-0.02590000000000002,
6.098216057,0.119,0.009,0.336,-0.668,-0.01,0.03,1.37,-12.23,4.31,1.6,-1.2,0.3,0.9616999999999982,-0.8462999999999998,-0.040200000000000034,
6.108069182,0.112,0.009,0.336,-0.643,-0.011,0.045,1.74,-13.11,4.35,1.6,-1.2,0.3,0.9366000000000014,-0.8462999999999998,-0.02520000000000002,
6.11814785,0.106,0.009,0.336,-0.616,-0.013,0.061,2.11,-14.0,4.39,1.6,-1.2,0.3,0.9557999999999998,-0.8462999999999998,-0.02520000000000002,
6.128384829,0.1,0.009,0.337,-0.588,-0.015,0.073,2.43,-14.86,4.46,1.6,-1.2,0.3,0.9599999999999997,-0.8462999999999998,-0.010900000000000007,
6.138261795,0.092,0.009,0.34,-0.565,-0.017,0.097,2.73,-15.61,4.6,1.6,-1.2,0.3,0.9355999999999998,-0.8462999999999998,0.01700000000000002,
6.148531437,0.086,0.009,0.341,-0.535,-0.02,0.104,2.95,-16.32,4.73,1.6,-1.2,0.3,0.9697999999999998,-0.8462999999999998,-0.01370000000000001,
6.158343077,0.083,0.008,0.341,-0.501,-0.024,0.107,3.13,-16.91,4.91,1.6,-1.2,0.3,1.0168999999999984,-0.8605999999999983,-0.028700000000000024,
6.168186426,0.078,0.008,0.343,-0.47,-0.027,0.111,3.22,-17.33,5.05,1.6,-1.2,0.3,0.9904000000000015,-0.8455999999999999,-9.99999999999994e-05,
6.17855382,0.073,0.008,0.344,-0.438,-0.031,0.114,3.25,-17.59,5.19,1.6,-1.2,0.3,0.9938999999999982,-0.8455999999999999,-0.015800000000000806,
6.188241005,0.064,0.007,0.347,-0.373,-0.038,0.131,3.26,-17.71,5.47,1.6,-1.2,0.3,0.9402000000000015,-0.8599000000000016,0.012100000000000055,
6.198043823,0.063,0.007,0.348,-0.378,-0.037,0.145,3.24,-17.66,5.45,1.6,-1.2,0.3,1.0608999999999984,-0.8448999999999999,-0.018599999999999978,
6.208288908,0.059,0.007,0.35,-0.344,-0.04,0.15,3.24,-17.61,5.57,1.6,-1.2,0.3,1.0187,-0.8448999999999999,-0.004999999999999963,
6.218235731,0.056,0.006,0.351,-0.31,-0.043,0.157,3.25,-17.54,5.69,1.6,-1.2,0.3,1.0358000000000016,-0.8591999999999983,-0.020699999999999975,
6.228200674,0.053,0.006,0.353,-0.278,-0.045,0.16,3.28,-17.46,5.83,1.6,-1.2,0.3,1.0378999999999983,-0.8442,-0.0070999999999999674,
6.2384305,0.05,0.005,0.355,-0.249,-0.048,0.153,3.32,-17.39,6.0,1.6,-1.2,0.3,1.0400000000000016,-0.8585000000000015,-0.008499999999999966,
6.248087883,0.045,0.004,0.358,-0.199,-0.053,0.134,3.45,-17.25,6.4,1.6,-1.2,0.3,1.0134999999999983,-0.8577999999999982,0.004400000000000043,
6.258197546,0.044,0.004,0.359,-0.202,-0.053,0.143,3.44,-17.21,6.39,1.6,-1.2,0.3,1.0742000000000016,-0.8427999999999999,-0.026299999999999983,
6.268178702,0.041,0.003,0.362,-0.147,-0.058,0.12,3.57,-17.32,6.78,1.6,-1.2,0.3,1.0462999999999982,-0.8571000000000015,0.0016000000000000458,
6.278110743,0.041,0.003,0.362,-0.147,-0.058,0.12,3.57,-17.32,6.78,1.6,-1.2,0.3,1.0913,-0.8420999999999998,-0.043399999999999994,
6.288248539,0.038,0.002,0.364,-0.091,-0.063,0.104,3.7,-17.69,7.19,1.6,-1.2,0.3,1.0484000000000016,-0.8563999999999983,-0.014799999999999973,
6.29832077,0.038,0.002,0.364,-0.091,-0.063,0.104,3.7,-17.69,7.19,1.6,-1.2,0.3,1.0934,-0.8413999999999999,-0.0448,
6.308655262,0.037,0.001,0.365,-0.062,-0.065,0.097,3.75,-17.95,7.36,1.6,-1.2,0.3,1.0790999999999984,-0.8557000000000016,-0.030499999999999985,
6.318328381,0.037,0.0,0.366,-0.031,-0.068,0.091,3.79,-18.23,7.54,1.6,-1.2,0.3,1.0941,-0.8549999999999983,-0.031199999999999985,
6.328353644,0.035,0.0,0.369,0.024,-0.073,0.092,3.85,-18.68,7.9,1.6,-1.2,0.3,1.0655000000000001,-0.84,-0.0032999999999999627,
6.338204384,0.036,-0.001,0.369,0.056,-0.075,0.086,3.87,-18.88,8.07,1.6,-1.2,0.3,1.1098000000000017,-0.8542999999999984,-0.0483,
6.347984553,0.035,-0.002,0.371,0.08,-0.077,0.077,3.89,-18.98,8.31,1.6,-1.2,0.3,1.0804999999999985,-0.8536000000000016,-0.019699999999999974,
6.358370543,0.036,-0.002,0.372,0.107,-0.077,0.066,3.87,-19.06,8.46,1.6,-1.2,0.3,1.1098000000000017,-0.8385999999999999,-0.03539999999999999,
