Time,X,Y,Z,Vx,Vy,Vz,r,p,yrx,ry,rz,Ux,Uy,Uz
5.99353981,0.015,0.04,0.335,-0.03,-0.257,-0.003,-4.4,-1.03,3.53,1.6,-1.2,0.3,-1.5,1.5,0.5005000000000004,
6.003795385,0.014,0.037,0.335,-0.028,-0.251,-0.002,-4.32,-0.97,3.59,1.6,-1.2,0.3,1.0952000000000017,-0.9109000000000016,-0.024500000000000022,
6.014274597,0.014,0.035,0.335,-0.027,-0.243,-0.004,-4.26,-0.89,3.57,1.6,-1.2,0.3,1.1102,-0.8944999999999999,-0.024500000000000022,
6.023639202,0.014,0.032,0.336,-0.025,-0.237,-0.001,-4.2,-0.82,3.61,1.6,-1.2,0.3,1.1102,-0.9073999999999983,-0.010200000000000008,
6.034152746,0.014,0.03,0.336,-0.024,-0.23,-0.001,-4.16,-0.72,3.59,1.6,-1.2,0.3,1.1102,-0.891,-0.02520000000000002,
6.04370141,0.014,0.027,0.336,-0.022,-0.224,0.003,-4.17,-0.66,3.66,1.6,-1.2,0.3,1.1102,-0.9039000000000016,-0.02520000000000002,
6.053642035,0.013,0.025,0.336,-0.021,-0.217,0.004,-4.35,-0.65,3.65,1.6,-1.2,0.3,1.0958999999999983,-0.8874999999999998,-0.02520000000000002,
6.06385994,0.013,0.023,0.336,-0.021,-0.209,0.008,-4.74,-0.7,3.65,1.6,-1.2,0.3,1.1109,-0.8860999999999999,-0.02520000000000002,
6.07376647,0.013,0.021,0.336,-0.02,-0.201,0.013,-5.39,-0.85,3.65,1.6,-1.2,0.3,1.1109,-0.8846999999999999,-0.02520000000000002,
6.083919525,0.013,0.019,0.337,-0.018,-0.193,0.026,-6.23,-1.08,3.72,1.6,-1.2,0.3,1.1109,-0.8832999999999999,-0.010900000000000007,
6.093841076,0.013,0.017,0.337,-0.017,-0.181,0.035,-7.28,-1.35,3.72,1.6,-1.2,0.3,1.1109,-0.8818999999999999,-0.02590000000000002,
6.103957892,0.013,0.015,0.338,-0.015,-0.17,0.043,-8.46,-1.65,3.8,1.6,-1.2,0.3,1.1109,-0.8804999999999998,-0.01160000000000001,
6.114034176,0.012,0.013,0.339,-0.013,-0.156,0.038,-9.78,-1.96,3.84,1.6,-1.2,0.3,1.0966000000000016,-0.8790999999999999,-0.012300000000000009,
6.123739004,0.012,0.012,0.339,-0.011,-0.14,0.032,-11.18,-2.26,3.89,1.6,-1.2,0.3,1.1116,-0.8633999999999983,-0.027300000000000022,
6.133653402,0.012,0.01,0.339,-0.009,-0.122,0.025,-12.52,-2.53,3.97,1.6,-1.2,0.3,1.1116,-0.877,-0.027300000000000022,
6.143596649,0.012,0.009,0.339,-0.006,-0.101,0.019,-13.68,-2.75,4.07,1.6,-1.2,0.3,1.1116,-0.8613000000000015,-0.027300000000000022,
6.153702736,0.012,0.008,0.34,-0.003,-0.077,0.016,-14.57,-2.9,4.19,1.6,-1.2,0.3,1.1116,-0.8605999999999983,-0.013000000000000008,
6.163588047,0.012,0.008,0.34,0.0,-0.052,0.014,-15.14,-2.99,4.35,1.6,-1.2,0.3,1.1116,-0.8455999999999999,-0.02800000000000002,
6.173624277,0.007,0.0,0.335,-0.02,-0.056,0.005,-15.17,-2.76,4.25,1.6,-1.2,0.3,1.0400999999999982,-0.9600000000000001,-0.09950000000000009,
6.183601141,0.006,-0.001,0.335,-0.017,-0.028,0.008,-15.06,-2.73,4.45,1.6,-1.2,0.3,1.1008000000000016,-0.8542999999999984,-0.024500000000000022,
6.193752527,0.006,-0.001,0.335,-0.018,-0.002,0.013,-14.73,-2.57,4.37,1.6,-1.2,0.3,1.1158,-0.8393,-0.024500000000000022,
6.203596115,0.005,-0.001,0.335,-0.016,0.024,0.016,-14.26,-2.51,4.62,1.6,-1.2,0.3,1.1014999999999984,-0.8393,-0.024500000000000022,
6.213555336,0.005,-0.001,0.336,-0.016,0.05,0.021,-13.78,-2.39,4.58,1.6,-1.2,0.3,1.1165,-0.8393,-0.010200000000000008,
6.223815918,0.005,0.0,0.336,-0.014,0.075,0.026,-13.35,-2.39,4.82,1.6,-1.2,0.3,1.1165,-0.8250000000000016,-0.02520000000000002,
6.233721256,0.004,0.0,0.336,-0.014,0.099,0.03,-13.07,-2.37,4.81,1.6,-1.2,0.3,1.1022000000000016,-0.84,-0.02520000000000002,
6.243721008,0.004,0.001,0.337,-0.012,0.123,0.033,-12.99,-2.47,5.04,1.6,-1.2,0.3,1.1172,-0.8257000000000015,-0.010900000000000007,
6.254006863,0.004,0.002,0.337,-0.011,0.146,0.038,-13.11,-2.55,5.05,1.6,-1.2,0.3,1.1172,-0.8263999999999982,-0.02590000000000002,
6.263653994,0.004,0.004,0.337,-0.009,0.17,0.042,-13.42,-2.7,5.25,1.6,-1.2,0.3,1.1172,-0.8127999999999999,-0.02590000000000002,
6.273901701,0.003,0.005,0.338,-0.008,0.194,0.047,-13.85,-2.79,5.22,1.6,-1.2,0.3,1.1028999999999984,-0.8285000000000015,-0.01160000000000001,
6.283595085,0.003,0.007,0.338,-0.006,0.22,0.054,-14.38,-2.93,5.41,1.6,-1.2,0.3,1.1179000000000001,-0.8148999999999998,-0.026600000000000023,
6.293495894,0.003,0.01,0.338,-0.005,0.246,0.057,-14.95,-2.97,5.38,1.6,-1.2,0.3,1.1179000000000001,-0.8019999999999983,-0.026600000000000023,
6.303596258,0.003,0.012,0.339,-0.003,0.271,0.052,-15.56,-3.06,5.64,1.6,-1.2,0.3,1.1179000000000001,-0.8183999999999999,-0.012300000000000009,
6.31352973,0.003,0.015,0.339,-0.003,0.295,0.041,-16.16,-3.05,5.7,1.6,-1.2,0.3,1.1179000000000001,-0.8055000000000014,-0.027300000000000022,
6.3237740989999995,0.003,0.018,0.34,-0.001,0.321,0.032,-16.66,-3.07,5.99,1.6,-1.2,0.3,1.1179000000000001,-0.8075999999999982,-0.013000000000000008,
6.333660364,0.002,0.021,0.34,-0.001,0.346,0.02,-16.98,-2.95,6.05,1.6,-1.2,0.3,1.1036000000000017,-0.8097000000000015,-0.02800000000000002,
6.343597174,0.002,0.025,0.34,0.0,0.375,0.014,-17.11,-2.88,6.34,1.6,-1.2,0.3,1.1186,-0.7974999999999998,-0.02800000000000002,
6.353545904,0.002,0.029,0.34,0.0,0.402,0.006,-17.02,-2.72,6.43,1.6,-1.2,0.3,1.1186,-0.8002999999999998,-0.02800000000000002,
6.363799811,0.008,0.026,0.343,0.024,0.403,0.018,-16.44,-2.84,6.83,1.6,-1.2,0.3,1.2044000000000001,-0.9031999999999983,0.014900000000000014,
6.373463869,0.007,0.03,0.344,0.024,0.428,0.014,-15.91,-2.7,6.89,1.6,-1.2,0.3,1.1000999999999983,-0.8009999999999999,-0.015800000000000806,
6.383817673,0.009,0.034,0.344,0.026,0.455,0.013,-15.24,-2.71,7.31,1.6,-1.2,0.3,1.1437000000000002,-0.8037999999999998,-0.030799999999999987,
6.393665314,0.008,0.037,0.344,0.026,0.48,0.013,-14.52,-2.62,7.37,1.6,-1.2,0.3,1.0994000000000017,-0.8209000000000015,-0.030799999999999987,
6.403762341,0.008,0.041,0.344,0.027,0.504,0.015,-13.79,-2.63,7.59,1.6,-1.2,0.3,1.1144,-0.8086999999999999,-0.030799999999999987,
6.413883209,0.009,0.046,0.344,0.029,0.527,0.014,-13.09,-2.71,8.0,1.6,-1.2,0.3,1.1286999999999985,-0.7971999999999982,-0.030799999999999987,
6.423770666,0.009,0.051,0.344,0.029,0.547,0.005,-12.44,-2.74,8.13,1.6,-1.2,0.3,1.1137000000000001,-0.8007000000000014,-0.030799999999999987,
6.433696509,0.009,0.056,0.344,0.031,0.566,-0.005,-11.84,-2.82,8.41,1.6,-1.2,0.3,1.1137000000000001,-0.8041999999999982,-0.030799999999999987,
6.443701983,0.009,0.062,0.344,0.031,0.583,-0.017,-11.32,-2.87,8.58,1.6,-1.2,0.3,1.1137000000000001,-0.7933999999999999,-0.030799999999999987,
6.453595638,0.009,0.068,0.344,0.032,0.601,-0.028,-10.88,-2.92,8.85,1.6,-1.2,0.3,1.1137000000000001,-0.7975999999999999,-0.030799999999999987,
6.463623762,0.009,0.073,0.344,0.032,0.617,-0.038,-10.53,-2.93,8.98,1.6,-1.2,0.3,1.1137000000000001,-0.8161000000000015,-0.030799999999999987,
6.473634482,0.009,0.08,0.343,0.034,0.635,-0.045,-10.26,-2.96,9.23,1.6,-1.2,0.3,1.1137000000000001,-0.7909999999999981,-0.04509999999999921,
6.483503342,0.009,0.086,0.343,0.036,0.652,-0.05,-10.05,-2.95,9.47,1.6,-1.2,0.3,1.1137000000000001,-0.8101999999999999,-0.030100000000000026,
6.4938375950000005,0.01,0.093,0.342,0.038,0.67,-0.051,-9.87,-2.92,9.71,1.6,-1.2,0.3,1.1280000000000017,-0.8001000000000015,-0.04440000000000004,
6.503662586,0.01,0.1,0.342,0.04,0.688,-0.048,-9.69,-2.86,9.94,1.6,-1.2,0.3,1.113,-0.8049999999999982,-0.029400000000000023,
6.513644457,0.009,0.106,0.341,0.035,0.7,-0.046,-9.47,-2.69,10.07,1.6,-1.2,0.3,1.0986999999999985,-0.8241999999999999,-0.04370000000000004,
6.523567915,0.01,0.113,0.341,0.037,0.719,-0.039,-9.21,-2.59,10.3,1.6,-1.2,0.3,1.1280000000000017,-0.8141000000000015,-0.028700000000000024,
6.533658505,0.009,0.12,0.34,0.032,0.731,-0.032,-8.88,-2.41,10.42,1.6,-1.2,0.3,1.0986999999999985,-0.8190000000000014,-0.04300000000000004,
6.543656588,0.01,0.127,0.34,0.033,0.748,-0.028,-8.53,-2.3,10.67,1.6,-1.2,0.3,1.1280000000000017,-0.8238999999999982,-0.02800000000000002,
6.553509712,0.01,0.135,0.34,0.034,0.763,-0.027,-8.14,-2.19,10.93,1.6,-1.2,0.3,1.113,-0.8144999999999998,-0.02800000000000002,
6.563444615,0.016,0.135,0.345,0.058,0.74,0.003,-7.36,-2.23,11.35,1.6,-1.2,0.3,1.1988,-0.9344999999999999,0.04349999999999925,
6.573320389,0.015,0.141,0.344,0.054,0.744,0.0,-6.89,-2.06,11.47,1.6,-1.2,0.3,1.0944999999999985,-0.8486999999999998,-0.0458,
6.583515644,0.017,0.147,0.345,0.056,0.752,0.009,-6.41,-2.0,11.9,1.6,-1.2,0.3,1.1381000000000001,-0.8528999999999999,-0.016499999999999973,
6.593332768,0.016,0.153,0.345,0.055,0.76,0.011,-5.99,-1.9,12.01,1.6,-1.2,0.3,1.0938000000000017,-0.8570999999999999,-0.031499999999999986,
6.603272438,0.017,0.16,0.346,0.056,0.768,0.019,-5.6,-1.86,12.41,1.6,-1.2,0.3,1.1230999999999984,-0.8470000000000014,-0.017199999999999972,
