Time,X,Y,Z,Vx,Vy,Vz,r,p,y,rx,ry,rz,Ux,Uy,Uz
0.0,-0.022,-0.001,0.322,0.016,0.003,-0.013,0.42,-1.0,-1.58,0.5,1.6,-1.2,1.4999999970863547,-1.499999909013703,0.30000011913636304,
0.019639730999999827,-0.021,-0.001,0.321,0.019,0.002,-0.007,0.4,-0.95,-1.57,0.5,1.6,-1.2,1.4999999970747349,-1.4999999091052834,0.3000001193277063,
0.03964209599999968,-0.021,-0.001,0.321,0.023,0.0,0.0,0.32,-0.83,-1.57,0.5,1.6,-1.2,1.4999999970747349,-1.4999999091052834,0.3000001193277063,
0.059664964999999626,-0.013,0.0,0.313,0.069,0.007,-0.045,0.26,-1.16,-1.52,0.5,1.6,-1.2,1.4999999969804694,-1.4999999106443211,0.30000012083855704,
0.07965707799999944,-0.011,0.0,0.311,0.078,0.011,-0.043,1.09,-1.95,-1.35,0.5,1.6,-1.2,1.499999996956046,-1.4999999108278568,0.3000001212082345,
0.09979081200000017,-0.009,0.001,0.31,0.086,0.006,-0.019,3.39,-3.94,-1.1,0.5,1.6,-1.2,1.4999999969250435,-1.499999911482053,0.30000012205514387,
0.11985659599999998,-0.007,0.001,0.31,0.105,-0.011,0.005,6.7,-6.9,-0.74,0.5,1.6,-1.2,1.4999999969090339,-1.4999999118341956,0.30000012179628777,
0.13980746299999947,-0.005,0.0,0.31,0.135,-0.042,0.029,10.05,-10.0,-0.16,0.5,1.6,-1.2,1.4999999968919744,-1.499999911401198,0.30000012153483235,
0.15971922899999935,-0.013,-0.005,0.32,0.124,-0.114,0.114,12.84,-12.09,0.49,0.5,1.6,-1.2,1.499999997004684,-1.4999999070806957,0.30000011878656757,
0.17972421699999952,-0.012,-0.01,0.327,0.173,-0.173,0.137,14.46,-13.65,1.0,0.5,1.6,-1.2,1.4999999970206919,-1.4999999034793372,0.3000001166404797,
0.1998205189999993,0.0,-0.014,0.326,0.244,-0.224,0.104,14.97,-14.26,1.13,0.5,1.6,-1.2,1.4999999969147972,-1.4999999019923922,0.3000001156766801,
0.21968173999999951,0.004,-0.019,0.328,0.292,-0.275,0.094,14.98,-13.93,1.01,0.5,1.6,-1.2,1.4999999968845583,-1.4999998982149514,0.30000011467452176,
0.2397685049999998,0.004,-0.026,0.334,0.331,-0.328,0.118,15.11,-13.48,0.79,0.5,1.6,-1.2,1.4999999969031006,-1.4999998916629524,0.30000011295661044,
0.2597820759999996,0.01,-0.034,0.339,0.379,-0.383,0.123,15.77,-13.58,0.81,0.5,1.6,-1.2,1.49999999686479,-1.4999998845917046,0.30000011091432477,
0.27971792299999976,0.014,-0.041,0.347,0.414,-0.437,0.144,16.74,-14.12,1.02,0.5,1.6,-1.2,1.4999999968566826,-1.499999877886118,0.30000010828010404,
0.29975700399999994,0.023,-0.051,0.35,0.463,-0.494,0.134,17.74,-15.05,1.39,0.5,1.6,-1.2,1.4999999967737088,-1.499999867103959,0.3000001065854678,
0.3196487430000001,0.033,-0.061,0.352,0.514,-0.554,0.119,18.35,-15.84,1.69,0.5,1.6,-1.2,1.4999999966544404,-1.4999998547245552,0.30000010531407195,
0.3396947389999996,0.056,-0.073,0.345,0.634,-0.603,0.027,18.56,-16.85,2.05,0.5,1.6,-1.2,1.4999999963173698,-1.4999998395035503,0.30000010545135414,
0.35969114300000005,0.062,-0.086,0.348,0.675,-0.663,0.018,18.35,-16.68,1.98,0.5,1.6,-1.2,1.499999996239162,-1.4999998159357926,0.3000001041024521,
0.3796780109999993,0.07,-0.099,0.353,0.714,-0.718,0.034,18.15,-16.18,1.91,0.5,1.6,-1.2,1.4999999961419295,-1.4999997888095193,0.300000102067654,
0.3997216229999996,0.087,-0.116,0.353,0.779,-0.784,0.009,18.43,-15.98,1.93,0.5,1.6,-1.2,1.4999999958816856,-1.4999997468343775,0.3000001005400997,
0.4196836949999998,0.11,-0.131,0.347,0.844,-0.839,-0.035,18.93,-15.97,2.04,0.5,1.6,-1.2,1.4999999954234018,-1.4999997027400238,0.30000010034110064,
0.4396736619999997,0.125,-0.148,0.345,0.893,-0.899,-0.055,19.3,-15.89,2.02,0.5,1.6,-1.2,1.499999995039875,-1.499999634388119,0.3000000999218585,
0.4597425459999993,0.141,-0.166,0.346,0.948,-0.965,-0.056,19.17,-15.65,1.98,0.5,1.6,-1.2,1.4999999946184486,-1.4999995424002326,0.30000009856466864,
0.4805727009999998,0.161,-0.186,0.345,1.004,-1.032,-0.059,18.58,-15.18,1.93,0.5,1.6,-1.2,1.4999999940631237,-1.4999994085334998,0.3000000970863438,
0.49971604399999947,0.182,-0.206,0.341,1.059,-1.089,-0.077,17.56,-14.55,1.75,0.5,1.6,-1.2,1.4999999934390735,-1.499999225374104,0.3000000957810693,
0.5197131639999997,0.192,-0.228,0.347,1.081,-1.15,-0.029,16.34,-13.41,1.47,0.5,1.6,-1.2,1.4999999931511103,-1.4999989149288302,0.300000092630409,
0.539735318,0.22,-0.252,0.342,1.141,-1.204,-0.053,15.37,-12.64,1.44,0.5,1.6,-1.2,1.499999992393505,-1.499998391185978,0.30000008902029746,
0.5597031119999993,0.233,-0.276,0.351,1.137,-1.26,0.014,14.34,-11.23,1.27,0.5,1.6,-1.2,1.4999999919322327,-1.4999973046206927,0.3000000842821255,
0.5800514219999995,0.263,-0.3,0.346,1.197,-1.301,-0.019,13.56,-10.53,1.35,0.5,1.6,-1.2,1.4999999905134331,-1.4999949738600395,0.3000000797033442,
0.5997302539999998,0.277,-0.325,0.352,1.211,-1.337,0.022,12.46,-9.42,1.33,0.5,1.6,-1.2,1.4999999875830066,-1.4999884236527739,0.30000007496048203,
0.6196899419999999,0.296,-0.35,0.359,1.222,-1.374,0.076,11.25,-8.39,1.35,0.5,1.6,-1.2,1.4999999997865472,-1.499999699289991,0.30000000070799093,
0.6397082809999999,0.321,-0.378,0.361,1.254,-1.415,0.093,10.12,-7.71,1.48,0.5,1.6,-1.2,1.499999999535353,-1.4999987038321305,0.300000000702112,
0.6596994399999998,0.346,-0.406,0.363,1.282,-1.449,0.095,8.9,-7.09,1.68,0.5,1.6,-1.2,1.4999999947005815,-1.4999710393310268,0.30000000723743353,
0.6796898840000001,0.372,-0.436,0.364,1.307,-1.478,0.094,7.77,-6.56,1.87,0.5,1.6,-1.2,1.4999999992768762,-1.4815509084457277,0.3000000009353387,
0.7004895209999997,0.399,-0.466,0.366,1.329,-1.503,0.093,6.76,-6.01,2.04,0.5,1.6,-1.2,1.4999999991244652,-1.4152451006523536,0.30000000106637154,
0.719677925,0.425,-0.496,0.368,1.351,-1.525,0.094,5.9,-5.36,2.2,0.5,1.6,-1.2,1.4999999995822153,-1.3489352503570335,0.30000000071682253,
0.7396795749999994,0.453,-0.527,0.37,1.37,-1.544,0.097,5.13,-4.65,2.33,0.5,1.6,-1.2,1.499999966924584,-1.2803991938929549,0.3000000727739777,
0.7596883779999999,0.482,-0.559,0.372,1.387,-1.562,0.101,4.34,-3.95,2.48,0.5,1.6,-1.2,1.4999999598013658,-1.2096746783391226,0.3000000747118061,
0.7798810009999997,0.509,-0.591,0.374,1.401,-1.576,0.106,3.51,-3.39,2.62,0.5,1.6,-1.2,1.4999999454166568,-1.1389438024567566,0.3000000757057566,
0.7997329239999997,0.538,-0.622,0.376,1.413,-1.587,0.113,2.59,-2.94,2.76,0.5,1.6,-1.2,1.4999999213017043,-1.070421664122216,0.30000007571272314,
0.8197102549999995,0.566,-0.654,0.379,1.424,-1.595,0.121,1.49,-2.52,2.88,0.5,1.6,-1.2,1.4999998833390378,-0.9996886456620339,0.3000000747889841,
0.8397212029999999,0.595,-0.686,0.381,1.432,-1.599,0.125,0.25,-2.14,3.02,0.5,1.6,-1.2,1.49999981457875,-0.9289554313638473,0.30000007398782097,
0.8597078329999999,0.61,-0.709,0.403,1.38,-1.558,0.196,-1.52,-1.34,3.18,0.5,1.6,-1.2,1.4999997614019327,-0.8781158698692354,0.3000000705021418,
0.8797407149999996,0.637,-0.739,0.409,1.378,-1.546,0.199,-2.82,-1.02,3.39,0.5,1.6,-1.2,1.4999996064190475,-0.811803344437243,0.30000007059545525,
0.8996505739999998,0.663,-0.769,0.414,1.376,-1.531,0.198,-3.94,-0.83,3.59,0.5,1.6,-1.2,1.4999993480507365,-0.7454907857846351,0.30000007040724475,
0.9197642809999991,0.689,-0.798,0.418,1.37,-1.509,0.201,-4.96,-0.79,3.75,0.5,1.6,-1.2,1.4999988717782058,-0.6813886282790529,0.30000006899457043,
0.9397292139999998,0.715,-0.825,0.422,1.361,-1.481,0.205,-6.01,-0.81,3.9,0.5,1.6,-1.2,1.4999977792303594,-0.621707300279115,0.30000006598646617,
0.9597151279999991,0.74,-0.852,0.426,1.351,-1.449,0.207,-7.2,-0.84,4.05,0.5,1.6,-1.2,1.4999999466268212,-0.5620260123391299,0.30000000061626336,
0.979789019,0.764,-0.878,0.429,1.339,-1.412,0.21,-8.52,-0.86,4.19,0.5,1.6,-1.2,1.499999843060812,-0.5045550779246476,0.30000000061404214,
0.9996774199999994,0.788,-0.902,0.432,1.328,-1.372,0.202,-9.78,-0.9,4.38,0.5,1.6,-1.2,1.4999994327686945,-0.4515049845853708,0.3000000006112406,
1.0196871759999997,0.812,-0.926,0.435,1.316,-1.329,0.189,-10.79,-1.04,4.58,0.5,1.6,-1.2,1.499994787395549,-0.398454890730248,0.30000000174118985,
1.041816472999999,0.835,-0.945,0.432,1.31,-1.271,0.155,-11.56,-1.31,4.87,0.5,1.6,-1.2,1.4999733905404409,-0.35645690031258154,0.3000000014456589,
1.0596976280000003,0.853,-0.958,0.423,1.294,-1.201,0.109,-12.17,-1.48,5.14,0.5,1.6,-1.2,1.4668714862398768,-0.3277214335687517,0.30000000011703276,
1.080425739999999,0.851,-0.937,0.377,1.215,-1.046,-0.021,-13.08,-1.35,5.4,0.5,1.6,-1.2,1.472023127129659,-0.37414026524906546,0.30000000022255685,
1.099732637999999,0.875,-0.957,0.376,1.215,-1.002,-0.03,-13.41,-1.53,5.52,0.5,1.6,-1.2,1.4101917672879138,-0.3299318538804463,0.3000000008196647,
1.1197471619999995,0.896,-0.976,0.377,1.187,-0.951,-0.007,-13.56,-1.61,5.52,0.5,1.6,-1.2,1.3560914163757407,-0.2879338633628245,0.30000000071250726,
1.1397192480000005,0.92,-0.988,0.369,1.19,-0.885,-0.043,-13.63,-2.16,5.64,0.5,1.6,-1.2,1.294260806545926,-0.26140881669452276,0.30000000072840477,
1.1596989630000003,0.943,-1.004,0.367,1.189,-0.834,-0.057,-13.55,-2.71,5.72,0.5,1.6,-1.2,1.235006232208506,-0.22604208777642015,0.30000000074899097,
1.1813225749999994,0.966,-1.019,0.365,1.193,-0.785,-0.066,-13.36,-3.15,5.81,0.5,1.6,-1.2,1.175751596057434,-0.19288577941144902,0.3000000007700516,
1.1996712689999995,0.99,-1.034,0.363,1.199,-0.736,-0.062,-13.02,-3.28,5.91,0.5,1.6,-1.2,1.1139206510322919,-0.15972947104900626,0.300000000784928,
1.22038126,1.011,-1.048,0.362,1.196,-0.684,-0.056,-12.5,-3.11,6.13,0.5,1.6,-1.2,1.059818568479593,-0.12878358324641107,0.3000000007928545,
1.2397234439999991,1.037,-1.059,0.358,1.203,-0.629,-0.056,-11.89,-2.91,6.39,0.5,1.6,-1.2,0.9928350349854806,-0.1044689571168025,0.3000000007990547,
1.259650945999999,1.061,-1.072,0.357,1.208,-0.584,-0.036,-11.29,-2.59,6.5,0.5,1.6,-1.2,0.9310040797116287,-0.07573348987380185,0.30000000079539335,
1.2797217369999991,1.08,-1.083,0.358,1.19,-0.54,-0.004,-10.87,-2.01,6.68,0.5,1.6,-1.2,0.8820545729499571,-0.05141886374500848,0.3000000007878587,
1.2997019289999994,1.102,-1.093,0.358,1.19,-0.496,0.021,-10.57,-1.57,6.8,0.5,1.6,-1.2,0.8253761963242178,-0.029314658172322452,0.30000000078638744,
1.3196566109999992,1.126,-1.103,0.359,1.191,-0.453,0.052,-10.21,-1.12,6.89,0.5,1.6,-1.2,0.7635452397154955,-0.007210452599559632,0.3000000007838266,
1.339756488999999,1.142,-1.113,0.362,1.165,-0.419,0.092,-9.77,-0.35,6.95,0.5,1.6,-1.2,0.7223246018670346,0.014893752972926675,0.3000000007772034,
1.3600018029999994,1.17,-1.12,0.362,1.181,-0.373,0.106,-9.35,0.04,7.21,0.5,1.6,-1.2,0.6501884854913482,0.03036669687364639,0.30000000077387445,
1.379683495,1.187,-1.129,0.366,1.155,-0.344,0.141,-8.84,0.86,7.29,0.5,1.6,-1.2,0.6063915576324246,0.05026048188879094,0.30000000076690125,
1.3998253349999992,1.214,-1.134,0.368,1.149,-0.306,0.157,-8.56,1.5,7.48,0.5,1.6,-1.2,0.536831730974628,0.06131258467495946,0.30000000076334704,
